"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"nearestDistance"	"nPeak_sample"	"ave_samplePeakInterval"	"sd_samplePeakInterval"	"nPeak_test"	"ave_testPeakInterval"	"sd_testPeakInterval"
1	8	"Corn"	"f"	"crossMov"	2.45205479452055	73	7.81944444444444	2.94229185791481	73	7.75	3.89925959024437
1	10	"3Iron"	"c"	"sample"	3.82	25	22.625	12.6553391379154	25	21.5416666666667	8.98781381101374
1	10	"3Iron"	"c"	"random"	4.66	25	22.1666666666667	9.66691653849969	25	23.125	7.81477140893533
1	10	"3Iron"	"c"	"crossMov"	7.27083333333333	24	23.7826086956522	9.69515587449887	24	22.4782608695652	8.43622904349498
1	10	"3Iron"	"f"	"sample"	1.77611940298507	67	8.43939393939394	3.67582031819498	67	8.5	4.62185443967445
1	10	"3Iron"	"f"	"random"	2.76865671641791	67	8.24242424242424	3.81922507669818	67	8.5	4.30473799792383
1	10	"3Iron"	"f"	"crossMov"	2.68253968253968	63	9.03225806451613	3.51095588280449	63	9.04838709677419	4.89371433359643
1	10	"Corn"	"c"	"sample"	4.89130434782609	23	24.8636363636364	9.55831951032564	23	24.9090909090909	8.52955138053853
1	10	"Corn"	"c"	"random"	8.58695652173913	23	24.4090909090909	14.1779812214275	23	24.8636363636364	11.8614841059121
1	10	"Corn"	"c"	"crossMov"	5.82608695652174	23	24	16.8353369858928	23	24.9090909090909	8.52955138053853
1	10	"Corn"	"f"	"sample"	1.6031746031746	63	9.03225806451613	3.51095588280449	63	8.98387096774194	4.82307274168681
1	10	"Corn"	"f"	"random"	2.79365079365079	63	9	3.77654538989898	63	8.98387096774194	5.05540430023311
1	10	"Corn"	"f"	"crossMov"	2.6984126984127	63	8.98387096774194	4.0549178216648	63	8.98387096774194	4.82307274168681
1	12	"3Iron"	"c"	"sample"	3.52857142857143	35	15.5588235294118	6.70680873608752	35	16.4117647058824	4.67175683688257
1	12	"3Iron"	"c"	"random"	5.75	32	17.6774193548387	9.29654809333082	32	18.0322580645161	6.88226644339272
1	12	"3Iron"	"c"	"crossMov"	4.65714285714286	35	16.1176470588235	6.33778809461659	35	16.4117647058824	4.67175683688257
1	12	"3Iron"	"f"	"sample"	1.52808988764045	89	6.375	3.24590812257986	89	6.38636363636364	2.31154930470621
1	12	"3Iron"	"f"	"random"	2.05421686746988	83	6.84146341463415	3.20289033124046	83	6.82926829268293	2.25424087602243
1	12	"3Iron"	"f"	"crossMov"	1.85393258426966	89	6.36363636363636	2.93681279340207	89	6.38636363636364	2.31154930470621
1	12	"Corn"	"c"	"sample"	3.92592592592593	27	21.0769230769231	11.1028755804002	27	21	7.82304288624318
1	12	"Corn"	"c"	"random"	6.60416666666667	24	23.1739130434783	7.76151446042379	24	23.1304347826087	18.4669344500973
1	12	"Corn"	"c"	"crossMov"	7.12962962962963	27	19.7692307692308	10.8085436292137	27	21	7.82304288624318
1	12	"Corn"	"f"	"sample"	1.31318681318681	91	6.22222222222222	2.88263993307702	91	6.22222222222222	2.26739358249237
1	12	"Corn"	"f"	"random"	1.82530120481928	83	6.84146341463415	2.50170071630354	83	6.84146341463415	2.70559325638858
1	12	"Corn"	"f"	"crossMov"	1.84615384615385	91	6.23333333333333	2.68181558490898	91	6.22222222222222	2.26739358249237
1	14	"3Iron"	"c"	"sample"	2.66129032258065	31	17.8333333333333	8.46527728667112	31	18.1	8.80967336667973
1	14	"3Iron"	"c"	"random"	7.11111111111111	27	21.4615384615385	8.27637973624105	27	20.4615384615385	9.2357166228973
1	14	"3Iron"	"c"	"crossMov"	7.67391304347826	23	24.8636363636364	8.64261564544005	23	24.6818181818182	11.9578082226292
1	14	"3Iron"	"f"	"sample"	1.25555555555556	90	6.24719101123596	2.42749823928597	90	6.30337078651685	2.19195063803714
1	14	"3Iron"	"f"	"random"	1.89634146341463	82	6.87654320987654	2.85211638984712	82	6.91358024691358	3.04219300367431
1	14	"3Iron"	"f"	"crossMov"	2.07317073170732	82	6.93827160493827	2.76742515261184	82	6.92592592592593	2.81415075012773
1	14	"Corn"	"c"	"sample"	4.76086956521739	23	24.8636363636364	8.64261564544005	23	24.7727272727273	12.6901980103198
1	14	"Corn"	"c"	"random"	8.42307692307692	26	20.76	14.7627910640231	26	22.16	14.7836621534269
1	14	"Corn"	"c"	"crossMov"	7.15384615384615	26	19.72	9.23543898974669	26	21.8	8.37655458208604
1	14	"Corn"	"f"	"sample"	1.75333333333333	75	7.59459459459459	3.68231210466125	75	7.58108108108108	4.20699598925525
1	14	"Corn"	"f"	"random"	2.46666666666667	75	7.52702702702703	4.00418607320496	75	7.59459459459459	4.38527710787438
1	14	"Corn"	"f"	"crossMov"	2.41333333333333	75	7.51351351351351	4.22076810267127	75	7.58108108108108	4.20699598925525
1	16	"3Iron"	"c"	"sample"	4.13235294117647	34	16.3939393939394	9.87718138545669	34	16.7575757575758	10.1735880563051
1	16	"3Iron"	"c"	"random"	4.73529411764706	34	16.9090909090909	6.99269098936363	34	16.969696969697	8.22528437382581
1	16	"3Iron"	"c"	"crossMov"	4.08823529411765	34	16.5757575757576	6.99566965625121	34	16.7575757575758	10.1735880563051
1	16	"3Iron"	"f"	"sample"	1.10714285714286	98	5.75257731958763	2.10669037352358	98	5.78350515463918	2.23712428933009
1	16	"3Iron"	"f"	"random"	1.98255813953488	86	6.56470588235294	2.6387544808269	86	6.57647058823529	2.35724046992521
1	16	"3Iron"	"f"	"crossMov"	1.58673469387755	98	5.74226804123711	2.65862727155804	98	5.78350515463918	2.23712428933009
1	16	"Corn"	"c"	"sample"	2.89393939393939	33	17.09375	7.36758101414569	33	17.15625	5.69158617836948
1	16	"Corn"	"c"	"random"	4.796875	32	17.3548387096774	10.6537892698538	32	17.6774193548387	7.15256176379807
1	16	"Corn"	"c"	"crossMov"	5.27272727272727	33	16.90625	10.522968350386	33	17.15625	5.69158617836948
1	16	"Corn"	"f"	"sample"	0.98989898989899	99	5.68367346938776	2.61477537926896	99	5.71428571428571	2.22451199328019
1	16	"Corn"	"f"	"random"	2.2202380952381	84	6.74698795180723	2.35736196861504	84	6.78313253012048	3.82561390823806
1	16	"Corn"	"f"	"crossMov"	1.56565656565657	99	5.69387755102041	2.05294941594753	99	5.71428571428571	2.22451199328019
1	18	"3Iron"	"c"	"sample"	4.16071428571429	28	19.4814814814815	11.510431290357	28	19.037037037037	8.07884931582501
1	18	"3Iron"	"c"	"random"	6.30357142857143	28	18.8518518518519	12.3746132921823	28	19.0740740740741	11.2007071408836
1	18	"3Iron"	"c"	"crossMov"	6.71428571428571	28	20.2962962962963	9.4820267827523	28	19.037037037037	8.07884931582501
1	18	"3Iron"	"f"	"sample"	1.1875	96	5.91578947368421	2.53764490371187	96	5.91578947368421	2.22492246049321
1	18	"3Iron"	"f"	"random"	1.9875	80	7.0126582278481	3.31079690959232	80	7.10126582278481	2.93342775216133
1	18	"3Iron"	"f"	"crossMov"	1.67708333333333	96	5.87368421052632	3.19321789696757	96	5.91578947368421	2.22492246049321
1	18	"Corn"	"c"	"sample"	3.17857142857143	28	20.2962962962963	9.4820267827523	28	20.7777777777778	10.2294196140849
1	18	"Corn"	"c"	"random"	6.98214285714286	28	20.2592592592593	12.3929030329478	28	20.1481481481481	11.2752407571215
1	18	"Corn"	"c"	"crossMov"	6.75	28	19.4814814814815	11.510431290357	28	20.7777777777778	10.2294196140849
1	18	"Corn"	"f"	"sample"	1.74117647058824	85	6.64285714285714	3.93208261180929	85	6.67857142857143	2.57495216605806
1	18	"Corn"	"f"	"random"	2.14024390243902	82	6.88888888888889	3.64348734044734	82	6.88888888888889	2.43413228892762
1	18	"Corn"	"f"	"crossMov"	1.84117647058824	85	6.69047619047619	3.49862689236169	85	6.67857142857143	2.57495216605806
1	20	"3Iron"	"c"	"sample"	3.86764705882353	34	15.5454545454545	9.98151700986287	34	16.7272727272727	7.43838325542221
1	20	"3Iron"	"c"	"random"	6	34	16.8484848484848	10.8372079318234	34	16.6363636363636	10.2616341955673
1	20	"3Iron"	"c"	"crossMov"	4.82352941176471	34	16.5757575757576	6.74550916828329	34	16.7272727272727	7.43838325542221
1	20	"3Iron"	"f"	"sample"	1.09313725490196	102	5.56435643564356	2.5823084307811	102	5.56435643564356	2.2289721469061
1	20	"3Iron"	"f"	"random"	1.74742268041237	97	5.875	1.96950434587514	97	5.83333333333333	2.2131980512451
1	20	"3Iron"	"f"	"crossMov"	1.81372549019608	102	5.57425742574257	3.08657264503353	102	5.56435643564356	2.2289721469061
1	20	"Corn"	"c"	"sample"	3.125	32	17.6451612903226	6.75548363478034	32	17.7096774193548	8.3673713450406
1	20	"Corn"	"c"	"random"	5.46875	32	17.4838709677419	9.08798095560628	32	17.9032258064516	8.56486948221115
1	20	"Corn"	"c"	"crossMov"	5.984375	32	16.5483870967742	11.8091453534324	32	17.7096774193548	8.3673713450406
1	20	"Corn"	"f"	"sample"	1.215	100	5.68686868686869	3.34617193602452	100	5.65656565656566	3.42011342502452
1	20	"Corn"	"f"	"random"	1.56	100	5.67676767676768	2.21694901043369	100	5.65656565656566	2.2953440725655
1	20	"Corn"	"f"	"crossMov"	1.735	100	5.67676767676768	2.69477303132808	100	5.65656565656566	3.42011342502452
1	22	"3Iron"	"c"	"sample"	3.51666666666667	30	18.4827586206897	11.0085054443474	30	18.7586206896552	11.9632030243152
1	22	"3Iron"	"c"	"random"	6.21666666666667	30	18.7241379310345	9.93153905395813	30	18.7241379310345	10.6767322171832
1	22	"3Iron"	"c"	"crossMov"	5.51666666666667	30	18.8620689655172	8.36115225283417	30	18.7586206896552	11.9632030243152
1	22	"3Iron"	"f"	"sample"	1.13736263736264	91	6.2	2.36167908274762	91	6.23333333333333	2.86807299360201
1	22	"3Iron"	"f"	"random"	1.84065934065934	91	6.1	2.51311168416341	91	6.23333333333333	2.44971908501886
1	22	"3Iron"	"f"	"crossMov"	1.89010989010989	91	6.21111111111111	3.35031256111703	91	6.23333333333333	2.86807299360201
1	22	"Corn"	"c"	"sample"	3.19642857142857	28	20.2592592592593	10.7151675122144	28	20.2592592592593	9.42007917896085
1	22	"Corn"	"c"	"random"	7	28	20.6666666666667	11.7930879364534	28	19.4074074074074	11.1156828201602
1	22	"Corn"	"c"	"crossMov"	6.17857142857143	28	19.8518518518519	11.7037262432615	28	20.2592592592593	9.42007917896085
1	22	"Corn"	"f"	"sample"	1.27325581395349	86	6.57647058823529	3.88028125695203	86	6.58823529411765	4.22659977502759
1	22	"Corn"	"f"	"random"	2.0406976744186	86	6.54117647058824	2.81388115791487	86	6.58823529411765	2.7787206616366
1	22	"Corn"	"f"	"crossMov"	2.08720930232558	86	6.56470588235294	2.97388257855558	86	6.58823529411765	4.22659977502759
1	24	"3Iron"	"c"	"sample"	2.96875	32	16.5806451612903	13.1625078500727	32	16.4516129032258	8.861296781237
1	24	"3Iron"	"c"	"random"	5.875	32	17.4838709677419	9.82470005561471	32	17.6129032258065	10.6291342367879
1	24	"3Iron"	"c"	"crossMov"	6.234375	32	18.0645161290323	8.14016987484892	32	16.4516129032258	8.861296781237
1	24	"3Iron"	"f"	"sample"	1.23809523809524	84	6.7710843373494	3.521104667312	84	6.75903614457831	3.6678908721358
1	24	"3Iron"	"f"	"random"	2.35119047619048	84	6.68674698795181	4.03015375499034	84	6.78313253012048	3.79681571580483
1	24	"3Iron"	"f"	"crossMov"	2.35714285714286	84	6.74698795180723	4.75713424056752	84	6.75903614457831	3.6678908721358
1	24	"Corn"	"c"	"sample"	3.17741935483871	31	18.2666666666667	8.19980375430994	31	18.2333333333333	8.6888090264921
1	24	"Corn"	"c"	"random"	5.53225806451613	31	18.4666666666667	8.5811876572649	31	18.4333333333333	8.98920169572564
1	24	"Corn"	"c"	"crossMov"	6.30645161290323	31	17.1333333333333	13.1456911344478	31	18.2333333333333	8.6888090264921
1	24	"Corn"	"f"	"sample"	1.27160493827161	81	7	5.11884084979887	81	7.0125	4.7400628901452
1	24	"Corn"	"f"	"random"	2.43827160493827	81	6.9125	3.89479935623344	81	6.775	4.24554867411785
1	24	"Corn"	"f"	"crossMov"	2.6358024691358	81	7.025	4.12149352307625	81	7.0125	4.7400628901452
1	26	"3Iron"	"c"	"sample"	6.26	25	22.0416666666667	14.4687945072405	25	20.5416666666667	11.6244837815881
1	26	"3Iron"	"c"	"random"	7.78	25	22.125	14.1921977952983	25	23.2916666666667	11.8632760585169
1	26	"3Iron"	"c"	"crossMov"	7.82	25	22.8333333333333	10.5074162904802	25	20.5416666666667	11.6244837815881
1	26	"3Iron"	"f"	"sample"	1.33544303797468	79	7.20512820512821	3.7289982442243	79	7.19230769230769	3.85469082529862
1	26	"3Iron"	"f"	"random"	2.5379746835443	79	7.20512820512821	4.11951004008522	79	7.16666666666667	4.19157059695576
1	26	"3Iron"	"f"	"crossMov"	2.46835443037975	79	7.17948717948718	3.99916741251726	79	7.19230769230769	3.85469082529862
1	26	"Corn"	"c"	"sample"	5.14285714285714	21	27.4	15.7426674660735	21	27.4	14.9750669974778
1	26	"Corn"	"c"	"random"	10.1190476190476	21	27.95	18.4490051079641	21	27.2	20.6132302941071
1	26	"Corn"	"c"	"crossMov"	9.76190476190476	21	25.75	17.7908166730686	21	27.4	14.9750669974778
1	26	"Corn"	"f"	"sample"	1.37671232876712	73	7.77777777777778	4.82137909737722	73	7.61111111111111	4.36230832923481
1	26	"Corn"	"f"	"random"	2.62328767123288	73	7.63888888888889	4.22702757600722	73	7.80555555555556	4.55835060634779
1	26	"Corn"	"f"	"crossMov"	2.54794520547945	73	7.80555555555556	4.35611562621825	73	7.61111111111111	4.36230832923481
1	28	"3Iron"	"c"	"sample"	2.39285714285714	28	18.6296296296296	13.0122668401431	28	19.037037037037	16.7457950668713
1	28	"3Iron"	"c"	"random"	5.83928571428571	28	19.6666666666667	9.26531995379295	28	20.2222222222222	12.3454548887539
1	28	"3Iron"	"c"	"crossMov"	7.42857142857143	28	20.2592592592593	11.7033610970807	28	19.037037037037	16.7457950668713
1	28	"3Iron"	"f"	"sample"	1.18823529411765	85	6.67857142857143	3.88125155036956	85	6.69047619047619	3.72544552353458
1	28	"3Iron"	"f"	"random"	2.17647058823529	85	6.48809523809524	4.47615919594544	85	6.51190476190476	3.52783782247197
1	28	"3Iron"	"f"	"crossMov"	2.2	85	6.64285714285714	4.79870177509854	85	6.69047619047619	3.72544552353458
1	28	"Corn"	"c"	"sample"	1.92	25	22.7916666666667	12.5524262912435	25	22.8333333333333	11.8712904198273
1	28	"Corn"	"c"	"random"	8.16	25	22.4166666666667	12.819538981966	25	22.0416666666667	15.2557306885177
1	28	"Corn"	"c"	"crossMov"	8.86	25	20.9583333333333	15.8182040608327	25	22.8333333333333	11.8712904198273
1	28	"Corn"	"f"	"sample"	1.27222222222222	90	6.26966292134831	4.70194361394553	90	6.29213483146067	4.30961463999396
1	28	"Corn"	"f"	"random"	2.08888888888889	90	6.23595505617978	3.34739543223911	90	6.29213483146067	3.70258585067435
1	28	"Corn"	"f"	"crossMov"	2.14444444444444	90	6.30337078651685	3.62254460535315	90	6.29213483146067	4.30961463999396
1	30	"3Iron"	"c"	"sample"	5.93478260869565	23	24.7272727272727	19.9360449298723	23	23.0909090909091	12.6412367195961
1	30	"3Iron"	"c"	"random"	12.195652173913	23	24.8636363636364	21.7874919436544	23	22.8636363636364	14.7528704375517
1	30	"3Iron"	"c"	"crossMov"	9.1304347826087	23	24.9090909090909	15.6080232448055	23	23.0909090909091	12.6412367195961
1	30	"3Iron"	"f"	"sample"	1.33536585365854	82	6.91358024691358	4.29882987237282	82	6.92592592592593	3.30445826792297
1	30	"3Iron"	"f"	"random"	2.36585365853659	82	6.92592592592593	4.07976034154513	82	6.83950617283951	4.59743621522762
1	30	"3Iron"	"f"	"crossMov"	2.11585365853659	82	6.90123456790123	4.55413256908383	82	6.92592592592593	3.30445826792297
1	30	"Corn"	"c"	"sample"	3.925	20	28.8421052631579	16.2181762157797	20	28.8947368421053	15.2457452601705
1	30	"Corn"	"c"	"random"	10.425	20	28.2105263157895	22.9820677615503	20	29.1052631578947	21.3460762380404
1	30	"Corn"	"c"	"crossMov"	12.05	20	28.6315789473684	24.8935746424561	20	28.8947368421053	15.2457452601705
1	30	"Corn"	"f"	"sample"	1.40506329113924	79	7.16666666666667	4.92651629151501	79	7.12820512820513	5.26778736753713
1	30	"Corn"	"f"	"random"	2.21518987341772	79	7.16666666666667	4.05615346755777	79	7.05128205128205	3.71342749889422
1	30	"Corn"	"f"	"crossMov"	2.39873417721519	79	7.17948717948718	4.3922706305556	79	7.12820512820513	5.26778736753713
1	32	"3Iron"	"c"	"sample"	3.32258064516129	31	17.5666666666667	11.0256232393499	31	17.5	12.6184047300376
1	32	"3Iron"	"c"	"random"	6.82258064516129	31	17.7666666666667	10.2576576385589	31	16.3666666666667	8.45060019632694
1	32	"3Iron"	"c"	"crossMov"	5.46774193548387	31	18.2666666666667	9.71998770161466	31	17.5	12.6184047300376
1	32	"3Iron"	"f"	"sample"	1.03225806451613	93	6.09782608695652	2.93916255774506	93	6.09782608695652	3.29521725545231
1	32	"3Iron"	"f"	"random"	2.10215053763441	93	6.09782608695652	3.16248539972722	93	5.8695652173913	2.96580286298223
1	32	"3Iron"	"f"	"crossMov"	2.05376344086022	93	6.04347826086957	3.57621275357925	93	6.09782608695652	3.29521725545231
1	32	"Corn"	"c"	"sample"	2.35185185185185	27	21.0769230769231	12.2830715276695	27	21.4615384615385	12.872391445977
1	32	"Corn"	"c"	"random"	6.7962962962963	27	21.1153846153846	12.6184846097364	27	20.6153846153846	12.768952730986
1	32	"Corn"	"c"	"crossMov"	8.24074074074074	27	19.7307692307692	12.9044416920925	27	21.4615384615385	12.872391445977
1	32	"Corn"	"f"	"sample"	1.17204301075269	93	6.04347826086957	3.57621275357925	93	6.1304347826087	3.42331178030142
1	32	"Corn"	"f"	"random"	1.98924731182796	93	6.10869565217391	3.38859276357362	93	6.06521739130435	2.9419450388412
1	32	"Corn"	"f"	"crossMov"	1.85483870967742	93	6.09782608695652	2.93916255774506	93	6.1304347826087	3.42331178030142
2	2	"3Iron"	"c"	"sample"	10.05	20	27.2105263157895	9.73298485317052	20	27.7894736842105	18.0079579549599
2	2	"3Iron"	"c"	"random"	12.59375	16	34.7333333333333	18.9037663165937	16	35.4666666666667	23.7242090540042
2	2	"3Iron"	"c"	"crossMov"	10.5666666666667	15	37.7142857142857	9.25226435011428	15	37.7142857142857	26.5863717877255
2	2	"3Iron"	"f"	"sample"	3.55	50	11.3469387755102	4.14603736721464	50	11.2244897959184	5.9099679430971
2	2	"3Iron"	"f"	"random"	4.73170731707317	41	14.05	6.16836428469639	41	13.7	9.51436161405887
2	2	"3Iron"	"f"	"crossMov"	4.65116279069767	43	13.0714285714286	5.22373969929523	43	13.0952380952381	9.63431247008297
2	2	"Corn"	"c"	"sample"	9.33333333333333	15	37.7142857142857	9.25226435011428	15	37.5	13.4664826085416
2	2	"Corn"	"c"	"random"	6.42105263157895	19	29.8333333333333	15.4738869218625	19	30.0555555555556	12.7069791949715
2	2	"Corn"	"c"	"crossMov"	11.2333333333333	15	36.9285714285714	15.0049442400947	15	37.5	13.4664826085416
2	2	"Corn"	"f"	"sample"	5.2906976744186	43	13.0714285714286	5.22373969929523	43	13.2857142857143	12.9526072604401
2	2	"Corn"	"f"	"random"	3.66666666666667	45	12.5227272727273	4.49541697558249	45	12.7272727272727	6.90252274867552
2	2	"Corn"	"f"	"crossMov"	4.15	50	11.3469387755102	4.14603736721464	50	11.3877551020408	7.847017285065
2	4	"3Iron"	"c"	"sample"	5.26	25	22.75	10.5717013562254	25	22	9.26892892832073
2	4	"3Iron"	"c"	"random"	7.61904761904762	21	27.05	12.873779962634	21	26.85	10.4794284697512
2	4	"3Iron"	"c"	"crossMov"	9.53333333333333	15	37.7857142857143	14.4604424415159	15	36	16.4550670241488
2	4	"3Iron"	"f"	"sample"	1.67605633802817	71	7.84285714285714	2.98613081188231	71	8	3.29250356266245
2	4	"3Iron"	"f"	"random"	2.73015873015873	63	9.04838709677419	4.87357350076633	63	8.90322580645161	3.66959004017202
2	4	"3Iron"	"f"	"crossMov"	3.02586206896552	58	9.75438596491228	3.25839959486241	58	9.82456140350877	4.84444751021187
2	4	"Corn"	"c"	"sample"	8.86666666666667	15	37.7857142857143	14.4604424415159	15	37.7857142857143	17.8031050508205
2	4	"Corn"	"c"	"random"	5.82	25	22.7083333333333	9.9103773747595	25	23.0416666666667	6.99987059921804
2	4	"Corn"	"c"	"crossMov"	6.52272727272727	22	25.3809523809524	12.367199321092	22	26.1904761904762	10.3615589928304
2	4	"Corn"	"f"	"sample"	2.62068965517241	58	9.75438596491228	3.25839959486241	58	9.82456140350877	4.51633071284305
2	4	"Corn"	"f"	"random"	3.29245283018868	53	10.7115384615385	4.1602061527989	53	10.75	4.79736447253624
2	4	"Corn"	"f"	"crossMov"	3.1551724137931	58	9.47368421052632	5.02531187076944	58	9.82456140350877	4.51633071284305
2	6	"3Iron"	"c"	"sample"	4.33870967741935	31	17.8666666666667	6.84172459269583	31	18.6333333333333	5.53037588878589
2	6	"3Iron"	"c"	"random"	8.90476190476191	21	27.6	18.146770047529	21	27.5	11.2694276695846
2	6	"3Iron"	"c"	"crossMov"	6.93181818181818	22	26	9.50789145920377	22	24.7619047619048	8.80286749817786
2	6	"3Iron"	"f"	"sample"	1.55194805194805	77	7.38157894736842	3.67683597771474	77	7.39473684210526	2.61319190451535
2	6	"3Iron"	"f"	"random"	2.02054794520548	73	7.68055555555556	2.82756247431704	73	7.72222222222222	2.92257951962189
2	6	"3Iron"	"f"	"crossMov"	1.92857142857143	77	7.36842105263158	2.92502811502457	77	7.39473684210526	2.61319190451535
2	6	"Corn"	"c"	"sample"	6.47727272727273	22	26	9.50789145920377	22	25.2857142857143	15.6848425466845
