"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"nearestDistance"	"nPeak_sample"	"ave_samplePeakInterval"	"sd_samplePeakInterval"	"nPeak_test"	"ave_testPeakInterval"	"sd_testPeakInterval"
25	28	"3Iron"	"f"	"crossMov"	1.79081632653061	98	5.79381443298969	3.65700852339808	98	5.77319587628866	2.33410026669439
25	28	"Corn"	"c"	"sample"	2.78	25	22.8333333333333	12.8390256526788	25	22.8333333333333	12.709690471607
25	28	"Corn"	"c"	"random"	8.32	25	20.7916666666667	9.98685730550806	25	22.7083333333333	12.9898929495427
25	28	"Corn"	"c"	"crossMov"	7.98	25	21.2916666666667	12.5887429585071	25	22.8333333333333	12.709690471607
25	28	"Corn"	"f"	"sample"	1.29891304347826	92	6.14285714285714	3.90603928003071	92	6.15384615384615	3.18302119559766
25	28	"Corn"	"f"	"random"	1.90760869565217	92	6.04395604395604	2.50294088318383	92	6.17582417582418	2.77926211867429
25	28	"Corn"	"f"	"crossMov"	1.71195652173913	92	6.17582417582418	2.88518594275966	92	6.15384615384615	3.18302119559766
25	30	"3Iron"	"c"	"sample"	3.14583333333333	24	21.5217391304348	12.3135902940147	24	22.2608695652174	16.6384477840943
25	30	"3Iron"	"c"	"random"	8.89583333333333	24	22.9130434782609	18.4954860426151	24	22.9565217391304	18.0843434567271
25	30	"3Iron"	"c"	"crossMov"	9.25	24	23.8260869565217	11.8385048730175	24	22.2608695652174	16.6384477840943
25	30	"3Iron"	"f"	"sample"	1.16666666666667	84	6.75903614457831	3.23317544372358	84	6.7710843373494	3.64365569979576
25	30	"3Iron"	"f"	"random"	2.20833333333333	84	6.68674698795181	3.15427588552959	84	6.75903614457831	4.39120618310961
25	30	"3Iron"	"f"	"crossMov"	2.14880952380952	84	6.74698795180723	3.984247560306	84	6.7710843373494	3.64365569979576
25	30	"Corn"	"c"	"sample"	2.91304347826087	23	24.9090909090909	12.1063111872597	23	24.9090909090909	12.8874582477143
25	30	"Corn"	"c"	"random"	7.8695652173913	23	24.5454545454545	16.6782643630715	23	24.3636363636364	15.84912632276
25	30	"Corn"	"c"	"crossMov"	9.43478260869565	23	22.5	12.3856676002855	23	24.9090909090909	12.8874582477143
25	30	"Corn"	"f"	"sample"	1.00617283950617	81	7	4.30189831515391	81	7	5.00632511321833
25	30	"Corn"	"f"	"random"	2.7037037037037	81	7.0375	3.91829125118513	81	6.875	4.49577861070312
25	30	"Corn"	"f"	"crossMov"	2.25308641975309	81	7.0125	3.56670166393177	81	7	5.00632511321833
25	32	"3Iron"	"c"	"sample"	3.5	33	16	10.6710340521402	33	17.34375	11.0500602100243
25	32	"3Iron"	"c"	"random"	5.07575757575758	33	15.9375	8.07599988815926	33	16.3125	8.02591568487018
25	32	"3Iron"	"c"	"crossMov"	6	33	17.5	9.70865925430124	33	17.34375	11.0500602100243
25	32	"3Iron"	"f"	"sample"	1.10526315789474	95	5.96808510638298	2.72168562435861	95	5.96808510638298	2.59632547481506
25	32	"3Iron"	"f"	"random"	1.78421052631579	95	5.88297872340426	2.77801036165003	95	5.95744680851064	2.47965872442426
25	32	"3Iron"	"f"	"crossMov"	1.88421052631579	95	5.95744680851064	3.68056474633703	95	5.96808510638298	2.59632547481506
25	32	"Corn"	"c"	"sample"	2.05172413793103	29	20	10.2306728354819	29	19.5357142857143	10.0608597779166
25	32	"Corn"	"c"	"random"	7.13793103448276	29	19.7857142857143	11.9081582456832	29	18.8571428571429	11.2207291164506
25	32	"Corn"	"c"	"crossMov"	7.13793103448276	29	18.1071428571429	13.0365278429902	29	19.5357142857143	10.0608597779166
25	32	"Corn"	"f"	"sample"	1.20786516853933	89	6.36363636363636	4.2512521973601	89	6.35227272727273	4.21556986160806
25	32	"Corn"	"f"	"random"	2.04494382022472	89	6.35227272727273	3.09259320091959	89	6.34090909090909	3.34212529132361
25	32	"Corn"	"f"	"crossMov"	2.14606741573034	89	6.375	3.09360668134308	89	6.35227272727273	4.21556986160806
26	2	"3Iron"	"c"	"sample"	19.9444444444444	9	64.25	82.5119039030993	9	65.625	35.3187020470135
26	2	"3Iron"	"c"	"random"	25.6875	8	69.4285714285714	60.2241843527364	8	59.1428571428571	19.2996422369999
26	2	"3Iron"	"c"	"crossMov"	25.8333333333333	9	56.75	42.5935944211602	9	65.625	35.3187020470135
26	2	"3Iron"	"f"	"sample"	3.24418604651163	43	13.2142857142857	6.70469698588041	43	13.3809523809524	6.16422558961208
26	2	"3Iron"	"f"	"random"	6.68965517241379	29	19.7857142857143	15.7535584289583	29	19.0714285714286	9.09997383565051
26	2	"3Iron"	"f"	"crossMov"	4.19767441860465	43	13.2857142857143	5.10038599345481	43	13.3809523809524	6.16422558961208
26	2	"Corn"	"c"	"sample"	28.8571428571429	7	71.6666666666667	43.7431899461695	7	90.5	23.670656940609
26	2	"Corn"	"c"	"random"	17.3076923076923	13	45.5833333333333	33.8806953168248	13	39.6666666666667	27.9653465213755
26	2	"Corn"	"c"	"crossMov"	34.9285714285714	7	85.6666666666667	92.7613425229857	7	90.5	23.670656940609
26	2	"Corn"	"f"	"sample"	4.2258064516129	31	18.3	10.4852934775496	31	18.3333333333333	8.43364907863786
26	2	"Corn"	"f"	"random"	6.08928571428571	28	19.2592592592593	12.1389157816205	28	20.1851851851852	7.91316836786844
26	2	"Corn"	"f"	"crossMov"	5.88709677419355	31	18.5	11.3828364442805	31	18.3333333333333	8.43364907863786
26	4	"3Iron"	"c"	"sample"	7.69047619047619	21	26.85	10.6438764208891	21	25.9	6.43101039781791
26	4	"3Iron"	"c"	"random"	8.38636363636364	22	26	15.8303505962439	22	25.1904761904762	9.54787435830116
26	4	"3Iron"	"c"	"crossMov"	8.88095238095238	21	27.1	11.6252900359971	21	25.9	6.43101039781791
26	4	"3Iron"	"f"	"sample"	1.8203125	64	8.84126984126984	3.46040436387066	64	8.85714285714286	3.24214755020915
26	4	"3Iron"	"f"	"random"	3.18	50	11.2040816326531	4.36835014544362	50	11.3673469387755	4.69793340004863
26	4	"3Iron"	"f"	"crossMov"	3.12962962962963	54	10.5283018867925	3.77034875751111	54	10.5283018867925	5.52130061873979
26	4	"Corn"	"c"	"sample"	7.82352941176471	17	33.875	20.3793195830152	17	33.75	11.8855654752589
26	4	"Corn"	"c"	"random"	10.8947368421053	19	29	26.7471823694737	19	29.6666666666667	15.6505966809764
26	4	"Corn"	"c"	"crossMov"	9.73529411764706	17	33.5625	19.49348181658	17	33.75	11.8855654752589
26	4	"Corn"	"f"	"sample"	2.39622641509434	53	10.7307692307692	4.10697820604359	53	10.75	3.96986195245737
26	4	"Corn"	"f"	"random"	2.97619047619048	63	9.01612903225806	3.77868020798602	63	9.06451612903226	3.76729222992287
26	4	"Corn"	"f"	"crossMov"	3.30188679245283	53	10.7115384615385	5.04620431402493	53	10.75	3.96986195245737
26	6	"3Iron"	"c"	"sample"	6.93181818181818	22	26.047619047619	15.720929331551	22	24.9047619047619	8.16642370872809
26	6	"3Iron"	"c"	"random"	9.22727272727273	22	26.0952380952381	7.96181362444991	22	26.1904761904762	16.642172477231
26	6	"3Iron"	"c"	"crossMov"	8.42857142857143	21	27.35	11.8733447599854	21	26.15	9.71312188959375
26	6	"3Iron"	"f"	"sample"	1.52564102564103	78	7.25974025974026	2.17281407034262	78	7.27272727272727	2.57332655708093
26	6	"3Iron"	"f"	"random"	2.3030303030303	66	8.61538461538461	3.38974698397751	66	8.6	3.1809982709835
26	6	"3Iron"	"f"	"crossMov"	2.69047619047619	63	9.01612903225806	3.18547901786241	63	9.03225806451613	4.71470577610754
26	6	"Corn"	"c"	"sample"	5.66666666666667	18	32.1764705882353	19.2166441337895	18	32.1764705882353	12.6749521405292
26	6	"Corn"	"c"	"random"	8.15909090909091	22	26	15.0864177325169	22	26.047619047619	16.1786161042167
26	6	"Corn"	"c"	"crossMov"	10.4722222222222	18	30.3529411764706	18.244660782235	18	32.1764705882353	12.6749521405292
26	6	"Corn"	"f"	"sample"	2.5	55	10.1481481481481	4.52417993155773	55	10.3518518518519	3.70699190163266
26	6	"Corn"	"f"	"random"	2.84328358208955	67	8.54545454545454	3.80356843860247	67	8.43939393939394	4.40673885309163
26	6	"Corn"	"f"	"crossMov"	3.16363636363636	55	10.3518518518519	5.31696255822462	55	10.3518518518519	3.70699190163266
26	8	"3Iron"	"c"	"sample"	5.9	25	21.875	13.3002533483552	25	22	10.1295950389033
26	8	"3Iron"	"c"	"random"	7.90909090909091	22	26.047619047619	12.2371409670568	22	24.8571428571429	8.53982268133077
26	8	"3Iron"	"c"	"crossMov"	7.26190476190476	21	27.35	10.839863079345	21	26.4	12.5672925527045
26	8	"3Iron"	"f"	"sample"	1.38271604938272	81	7.0125	2.62169019788206	81	7.0125	2.38398533467582
26	8	"3Iron"	"f"	"random"	2.67692307692308	65	8.6875	3.17167523708273	65	8.65625	3.46510381438197
26	8	"3Iron"	"f"	"crossMov"	2.76119402985075	67	8.42424242424242	3.62920040382115	67	8.5	4.00864450522003
26	8	"Corn"	"c"	"sample"	5.71428571428571	21	27.35	10.839863079345	21	26.75	12.4430280626711
26	8	"Corn"	"c"	"random"	6.12962962962963	27	20.6923076923077	11.0046144167589	27	20.6923076923077	8.08835820556548
26	8	"Corn"	"c"	"crossMov"	8.08695652173913	23	23.8636363636364	15.1415400064271	23	24.3181818181818	9.41825160013594
26	8	"Corn"	"f"	"sample"	1.9051724137931	58	9.75438596491228	4.89270850258097	58	9.71929824561403	3.64865134558017
26	8	"Corn"	"f"	"random"	2.86065573770492	61	9.25	4.91150499907434	61	9.01666666666667	3.27544364528629
26	8	"Corn"	"f"	"crossMov"	3.32758620689655	58	9.8421052631579	5.9725248121359	58	9.71929824561403	3.64865134558017
26	10	"3Iron"	"c"	"sample"	4.7	30	19.2068965517241	7.9299581621344	30	17.8965517241379	8.9894574267631
26	10	"3Iron"	"c"	"random"	6.33928571428571	28	20.037037037037	7.87147470046839	28	20.2592592592593	8.21158933643174
26	10	"3Iron"	"c"	"crossMov"	9.32608695652174	23	24.8181818181818	11.2700038603803	23	22.4090909090909	12.3660791449802
26	10	"3Iron"	"f"	"sample"	1.58235294117647	85	6.67857142857143	2.79483479816846	85	6.69047619047619	2.70196800421689
26	10	"3Iron"	"f"	"random"	2.17333333333333	75	7.62162162162162	4.00240579262538	75	7.48648648648649	2.77090185231403
26	10	"3Iron"	"f"	"crossMov"	1.68965517241379	87	6.5	2.26871303243258	87	6.53488372093023	2.46241237249216
26	10	"Corn"	"c"	"sample"	3.97619047619048	21	27.3	13.1072499022488	21	27.4	12.1021964078731
26	10	"Corn"	"c"	"random"	6.22727272727273	22	24.0952380952381	9.54937046042702	22	25.952380952381	8.42897497016209
26	10	"Corn"	"c"	"crossMov"	8	21	25.6	12.1282619052404	21	27.4	12.1021964078731
26	10	"Corn"	"f"	"sample"	1.58823529411765	85	6.65476190476191	2.62744572293416	85	6.64285714285714	2.50129054469578
26	10	"Corn"	"f"	"random"	2.06666666666667	75	7.51351351351351	2.46756073466631	75	7.55405405405405	3.42889371468804
26	10	"Corn"	"f"	"crossMov"	1.92941176470588	85	6.67857142857143	2.79483479816846	85	6.64285714285714	2.50129054469578
26	12	"3Iron"	"c"	"sample"	3.9375	32	17	10.311805532172	32	17.8064516129032	5.95213885836405
26	12	"3Iron"	"c"	"random"	4.93103448275862	29	18.8214285714286	6.85864456660391	29	19.0357142857143	6.5460315535849
26	12	"3Iron"	"c"	"crossMov"	6.05	30	19.3793103448276	6.53787751220012	30	18.1379310344828	6.61558839803511
26	12	"3Iron"	"f"	"sample"	1.31868131868132	91	6.21111111111111	2.34877182558017	91	6.23333333333333	3.12312865317291
26	12	"3Iron"	"f"	"random"	1.76136363636364	88	6.45977011494253	2.32181062916448	88	6.4367816091954	2.9361466181679
26	12	"3Iron"	"f"	"crossMov"	1.67415730337079	89	6.36363636363636	2.62254512767816	89	6.375	3.16704474452021
26	12	"Corn"	"c"	"sample"	3.46428571428571	28	20.8148148148148	8.87969610116263	28	20.1481481481481	7.71962386341411
26	12	"Corn"	"c"	"random"	5.625	28	20.0740740740741	16.0118367896665	28	19.5185185185185	10.4047709854306
26	12	"Corn"	"c"	"crossMov"	6.91071428571429	28	19.037037037037	10.8998287971081	28	20.1481481481481	7.71962386341411
26	12	"Corn"	"f"	"sample"	1.34831460674157	89	6.36363636363636	2.62254512767816	89	6.375	2.65361388801511
26	12	"Corn"	"f"	"random"	1.75824175824176	91	6.24444444444444	2.64494901763109	91	6.2	2.20418396834115
26	12	"Corn"	"f"	"crossMov"	1.82967032967033	91	6.21111111111111	2.34877182558017	91	6.23333333333333	2.45430142924987
26	14	"3Iron"	"c"	"sample"	3.58333333333333	36	15.9714285714286	6.31750934860788	36	15.3142857142857	8.61862357159817
26	14	"3Iron"	"c"	"random"	5.45161290322581	31	18.2666666666667	7.96515399480258	31	17.7	7.13007230219181
26	14	"3Iron"	"c"	"crossMov"	5.98484848484848	33	17.5	5.38815906080325	33	15.8125	10.467884834255
26	14	"3Iron"	"f"	"sample"	1.35542168674699	83	6.84146341463415	3.536300334276	83	6.85365853658537	2.17233987302599
26	14	"3Iron"	"f"	"random"	2.11176470588235	85	6.64285714285714	2.83541653361636	85	6.69047619047619	3.10062640572192
26	14	"3Iron"	"f"	"crossMov"	2.00602409638554	83	6.76829268292683	4.44527431276724	83	6.85365853658537	2.17233987302599
26	14	"Corn"	"c"	"sample"	4.20833333333333	24	23.8695652173913	13.6724818117736	24	23.7391304347826	9.20087639750765
26	14	"Corn"	"c"	"random"	6.10344827586207	29	19.6428571428571	8.965837573046	29	19.7857142857143	4.96921741254312
26	14	"Corn"	"c"	"crossMov"	8.875	24	22.7826086956522	12.76699053931	24	23.7391304347826	9.20087639750765
26	14	"Corn"	"f"	"sample"	1.72289156626506	83	6.76829268292683	4.44527431276724	83	6.74390243902439	2.25974419840304
26	14	"Corn"	"f"	"random"	1.94318181818182	88	6.4367816091954	2.43377947743302	88	6.42528735632184	2.55921583151561
26	14	"Corn"	"f"	"crossMov"	1.98795180722892	83	6.84146341463415	3.536300334276	83	6.74390243902439	2.25974419840304
26	16	"3Iron"	"c"	"sample"	4.05769230769231	26	20.44	13.1310065620779	26	20.32	11.7285975291166
26	16	"3Iron"	"c"	"random"	6.17307692307692	26	21.6	15.612494995996	26	21.12	10.3855669079738
26	16	"3Iron"	"c"	"crossMov"	7.15384615384615	26	21.92	10.2221980676043	26	20.32	11.7285975291166
26	16	"3Iron"	"f"	"sample"	1.11363636363636	88	6.4367816091954	2.53671252840184	88	6.45977011494253	2.53259953637653
26	16	"3Iron"	"f"	"random"	1.91071428571429	84	6.72289156626506	2.60540363902507	84	6.69879518072289	3.37036923416569
26	16	"3Iron"	"f"	"crossMov"	1.94886363636364	88	6.41379310344828	2.8836012857711	88	6.45977011494253	2.53259953637653
26	16	"Corn"	"c"	"sample"	1.94230769230769	26	21.92	10.2221980676043	26	21.88	11.0012120544359
26	16	"Corn"	"c"	"random"	6.13461538461539	26	21.44	9.55283553017986	26	21.8	9.44722181384559
26	16	"Corn"	"c"	"crossMov"	7.71153846153846	26	20.44	13.1310065620779	26	21.88	11.0012120544359
26	16	"Corn"	"f"	"sample"	1.29518072289157	83	6.80487804878049	3.22964288967385	83	6.81707317073171	3.88453104651901
26	16	"Corn"	"f"	"random"	2.16265060240964	83	6.68292682926829	2.41843765903306	83	6.80487804878049	2.64546676966254
26	16	"Corn"	"f"	"crossMov"	2.0421686746988	83	6.82926829268293	2.83629421782955	83	6.81707317073171	3.88453104651901
26	18	"3Iron"	"c"	"sample"	3.25	26	20.92	10.4957134107215	26	20.28	10.3823568294166
26	18	"3Iron"	"c"	"random"	7.80769230769231	26	21.68	10.6172815101921	26	21.2	16.9607389776114
26	18	"3Iron"	"c"	"crossMov"	7.13461538461539	26	21.92	11.4960862905599	26	20.28	10.3823568294166
26	18	"3Iron"	"f"	"sample"	1.27659574468085	94	6.04301075268817	2.67400521321816	94	6.03225806451613	1.99156707417543
26	18	"3Iron"	"f"	"random"	1.79569892473118	93	6	2.25807464422705	93	5.97826086956522	2.94259458238035
26	18	"3Iron"	"f"	"crossMov"	1.63297872340426	94	6	2.42271855926175	94	6.03225806451613	1.99156707417543
26	18	"Corn"	"c"	"sample"	3.58695652173913	23	24.9090909090909	12.7500106103003	23	24.8636363636364	14.3237912464192
26	18	"Corn"	"c"	"random"	7.39130434782609	23	23.7272727272727	11.7074734706056	23	23.0909090909091	14.7257762052968
26	18	"Corn"	"c"	"crossMov"	9.78260869565217	23	23.7727272727273	13.1109979939846	23	24.8636363636364	14.3237912464192
26	18	"Corn"	"f"	"sample"	1.31770833333333	96	5.87368421052632	2.31205032551776	96	5.86315789473684	2.55830115804015
26	18	"Corn"	"f"	"random"	1.609375	96	5.87368421052632	2.33494318698554	96	5.89473684210526	2.54104051484747
26	18	"Corn"	"f"	"crossMov"	1.63020833333333	96	5.91578947368421	2.4911039930407	96	5.86315789473684	2.55830115804015
26	20	"3Iron"	"c"	"sample"	4.44230769230769	26	21.68	9.95288902781499	26	20	12.2236110322059
26	20	"3Iron"	"c"	"random"	6.40384615384615	26	21.44	12.8778880256042	26	20.28	14.5731488246935
26	20	"3Iron"	"c"	"crossMov"	8.09615384615385	26	21.92	10.1608726659344	26	20	12.2236110322059
26	20	"3Iron"	"f"	"sample"	1.43589743589744	78	7.31168831168831	3.51035963167271	78	7.27272727272727	3.69436399923609
26	20	"3Iron"	"f"	"random"	2.48076923076923	78	7.16883116883117	3.96498688324172	78	7.28571428571429	3.70936632003913
26	20	"3Iron"	"f"	"crossMov"	2.05769230769231	78	7.28571428571429	3.73411422194828	78	7.27272727272727	3.69436399923609
26	20	"Corn"	"c"	"sample"	4.29545454545455	22	26.0952380952381	12.5932710679345	22	26.0952380952381	13.3413071395001
26	20	"Corn"	"c"	"random"	9.86363636363636	22	25.6666666666667	13.2375727885943	22	25.7619047619048	23.9267732089071
26	20	"Corn"	"c"	"crossMov"	9.25	22	23.3809523809524	11.8721362461698	22	26.0952380952381	13.3413071395001
26	20	"Corn"	"f"	"sample"	1.83088235294118	68	8.37313432835821	4.86744230295456	68	8.32835820895522	5.9680666878776
26	20	"Corn"	"f"	"random"	2.85294117647059	68	8.26865671641791	3.86351264866979	68	8.38805970149254	5.94916654178014
26	20	"Corn"	"f"	"crossMov"	3.05882352941176	68	8.40298507462687	4.52287017176958	68	8.32835820895522	5.9680666878776
26	22	"3Iron"	"c"	"sample"	2.87931034482759	29	18.7857142857143	9.32681178052919	29	18.7142857142857	9.44715180616239
26	22	"3Iron"	"c"	"random"	5.98275862068965	29	19.6071428571429	9.75378097899699	29	19.5357142857143	12.4230435313578
26	22	"3Iron"	"c"	"crossMov"	6.37931034482759	29	19.6428571428571	9.29043429082674	29	18.7142857142857	9.44715180616239
26	22	"3Iron"	"f"	"sample"	1.23125	80	7.11392405063291	3.63031164082952	80	7.11392405063291	3.02971328833973
26	22	"3Iron"	"f"	"random"	2.31875	80	6.9873417721519	3.6672272446285	80	7.10126582278481	3.7879530251496
26	22	"3Iron"	"f"	"crossMov"	2.25625	80	7.06329113924051	4.21031021499116	80	7.11392405063291	3.02971328833973
26	22	"Corn"	"c"	"sample"	2.77272727272727	22	26.1904761904762	12.8670861022185	22	26.047619047619	13.5885105529495
26	22	"Corn"	"c"	"random"	7.88636363636364	22	26.047619047619	12.607443001958	22	24.952380952381	13.082339968355
26	22	"Corn"	"c"	"crossMov"	9.40909090909091	22	24.3809523809524	13.818379754791	22	26.047619047619	13.5885105529495
26	22	"Corn"	"f"	"sample"	1.13815789473684	76	7.44	4.52691649723882	76	7.46666666666667	4.42148725538699
26	22	"Corn"	"f"	"random"	2.46710526315789	76	7.4	3.14943152313539	76	7.45333333333333	4.061331606064
26	22	"Corn"	"f"	"crossMov"	2.38815789473684	76	7.49333333333333	3.92625718662131	76	7.46666666666667	4.42148725538699
26	24	"3Iron"	"c"	"sample"	4.31481481481481	27	19.7307692307692	10.8574681848309	27	19.5384615384615	14.4920137157837
26	24	"3Iron"	"c"	"random"	7.14814814814815	27	20.2692307692308	13.1379075725404	27	20	10.2371871136558
26	24	"3Iron"	"c"	"crossMov"	8.35185185185185	27	21.0384615384615	10.4937343943165	27	19.5384615384615	14.4920137157837
26	24	"3Iron"	"f"	"sample"	1.32777777777778	90	6.32584269662921	2.89503996242977	90	6.30337078651685	3.33849617200627
26	24	"3Iron"	"f"	"random"	1.73333333333333	90	6.29213483146067	2.52803484221086	90	6.32584269662921	2.15203540492841
26	24	"3Iron"	"f"	"crossMov"	1.82777777777778	90	6.29213483146067	3.48438806154425	90	6.30337078651685	3.33849617200627
26	24	"Corn"	"c"	"sample"	4.1875	24	23.7826086956522	11.8012192041143	24	23.7826086956522	11.6889867425365
26	24	"Corn"	"c"	"random"	9.79166666666667	24	23.0869565217391	20.0950311440376	24	23.695652173913	13.4618477139477
26	24	"Corn"	"c"	"crossMov"	8.14583333333333	24	22.304347826087	11.0882197218846	24	23.7826086956522	11.6889867425365
26	24	"Corn"	"f"	"sample"	1.31707317073171	82	6.8641975308642	4.457446259967	82	6.91358024691358	4.21069332433567
26	24	"Corn"	"f"	"random"	2.25	82	6.87654320987654	3.67213397103572	82	6.8641975308642	3.18101039930614
26	24	"Corn"	"f"	"crossMov"	2.40243902439024	82	6.95061728395062	3.37972348931056	82	6.91358024691358	4.21069332433567
26	26	"3Iron"	"c"	"sample"	3.08064516129032	31	17.1666666666667	12.4404327825077	31	17.6	8.40607333810009
26	26	"3Iron"	"c"	"random"	5.62903225806452	31	18.1	11.2659082925068	31	18.1	10.7810497857471
26	26	"3Iron"	"c"	"crossMov"	5.83870967741935	31	18.6	7.21397111931735	31	17.6	8.40607333810009
26	26	"3Iron"	"f"	"sample"	1.24404761904762	84	6.74698795180723	3.7865080557092	84	6.78313253012048	3.30575327296726
26	26	"3Iron"	"f"	"random"	2.04761904761905	84	6.72289156626506	2.88948156803278	84	6.7710843373494	3.049691312667
26	26	"3Iron"	"f"	"crossMov"	2.125	84	6.74698795180723	4.07802969370993	84	6.78313253012048	3.30575327296726
26	26	"Corn"	"c"	"sample"	2.77777777777778	27	21.0769230769231	10.0316422461054	27	21.0769230769231	10.1110754202432
26	26	"Corn"	"c"	"random"	7.16666666666667	27	21.0769230769231	11.6753520783678	27	20.7307692307692	19.4248453117294
26	26	"Corn"	"c"	"crossMov"	7.5	27	19.5	14.3227092409223	27	21.0769230769231	10.1110754202432
26	26	"Corn"	"f"	"sample"	1.26315789473684	76	7.46666666666667	4.6158754647744	76	7.48	4.23422350008223
26	26	"Corn"	"f"	"random"	2.23026315789474	76	7.37333333333333	3.99247039060026	76	7.4	4.21708237811212
26	26	"Corn"	"f"	"crossMov"	2.23684210526316	76	7.46666666666667	4.72009314307242	76	7.48	4.23422350008223
26	28	"3Iron"	"c"	"sample"	4.125	28	19	10.5866388942347	28	19.2962962962963	15.592934333845
26	28	"3Iron"	"c"	"random"	6.48214285714286	28	19.4444444444444	12.2296403284848	28	19.8888888888889	8.92849084212717
26	28	"3Iron"	"c"	"crossMov"	8.26785714285714	28	20.2962962962963	10.6439394630676	28	19.2962962962963	15.592934333845
26	28	"3Iron"	"f"	"sample"	1.1144578313253	83	6.84146341463415	3.6564487669137	83	6.85365853658537	3.35224984785697
26	28	"3Iron"	"f"	"random"	2.59638554216867	83	6.70731707317073	4.17070265234442	83	6.69512195121951	3.55447561512589
26	28	"3Iron"	"f"	"crossMov"	2.3433734939759	83	6.81707317073171	4.82567221385452	83	6.85365853658537	3.35224984785697
26	28	"Corn"	"c"	"sample"	3	24	23.8260869565217	12.6729926648367	24	23.8260869565217	10.873872664298
26	28	"Corn"	"c"	"random"	9.25	24	21.9130434782609	19.5817935929323	24	22.8260869565217	16.9615934444236
26	28	"Corn"	"c"	"crossMov"	9.5	24	21.5217391304348	13.252339639809	24	23.8260869565217	10.873872664298
26	28	"Corn"	"f"	"sample"	1.34810126582278	79	7.16666666666667	5.09753356878093	79	7.15384615384615	4.29761916292387
26	28	"Corn"	"f"	"random"	2.43670886075949	79	7.1025641025641	4.45639695936907	79	7.11538461538461	4.24564182727118
26	28	"Corn"	"f"	"crossMov"	2.34177215189873	79	7.19230769230769	3.87485296682152	79	7.15384615384615	4.29761916292387
26	30	"3Iron"	"c"	"sample"	2.6	30	17.6896551724138	12.3378148339504	30	18.1034482758621	11.4090967076596
26	30	"3Iron"	"c"	"random"	7.11666666666667	30	19.2758620689655	14.2224584767597	30	18.5862068965517	8.76892745265638
26	30	"3Iron"	"c"	"crossMov"	7.31666666666667	30	18.9310344827586	9.26179184485054	30	18.1034482758621	11.4090967076596
26	30	"3Iron"	"f"	"sample"	1.3695652173913	92	6.17582417582418	3.47241000713212	92	6.16483516483517	2.79389706429224
26	30	"3Iron"	"f"	"random"	1.95652173913043	92	6.14285714285714	2.99841227826932	92	6.13186813186813	2.91055088794312
26	30	"3Iron"	"f"	"crossMov"	1.86413043478261	92	6.15384615384615	4.04398889140984	92	6.16483516483517	2.79389706429224
26	30	"Corn"	"c"	"sample"	2.35714285714286	28	20.3333333333333	10.9544511501033	28	19.7407407407407	9.70960108739557
26	30	"Corn"	"c"	"random"	5.64285714285714	28	20	12.3163431136157	28	20.037037037037	8.86428218049824
26	30	"Corn"	"c"	"crossMov"	7.35714285714286	28	19	14.4913767461894	28	19.7407407407407	9.70960108739557
26	30	"Corn"	"f"	"sample"	1.24157303370787	89	6.36363636363636	4.14446540839963	89	6.36363636363636	3.56606553592031
26	30	"Corn"	"f"	"random"	2.14044943820225	89	6.36363636363636	3.7144694340637	89	6.22727272727273	3.30004274694457
26	30	"Corn"	"f"	"crossMov"	1.92696629213483	89	6.38636363636364	3.50182815368956	89	6.36363636363636	3.56606553592031
26	32	"3Iron"	"c"	"sample"	3.67241379310345	29	18.3571428571429	10.6708821035435	29	19.3928571428571	11.8707211728699
26	32	"3Iron"	"c"	"random"	5.18965517241379	29	19.8571428571429	11.8843634763539	29	19.1785714285714	12.4693804872355
26	32	"3Iron"	"c"	"crossMov"	5.86206896551724	29	19.5357142857143	8.70283965090809	29	19.3928571428571	11.8707211728699
26	32	"3Iron"	"f"	"sample"	1.41558441558442	77	7.38157894736842	4.52538648150824	77	7.39473684210526	3.64080191667869
26	32	"3Iron"	"f"	"random"	2.5974025974026	77	7.27631578947368	4.8541355130391	77	7.31578947368421	3.88573639976016
26	32	"3Iron"	"f"	"crossMov"	2.38961038961039	77	7.36842105263158	5.21495824275557	77	7.39473684210526	3.64080191667869
26	32	"Corn"	"c"	"sample"	4.64583333333333	24	23.7826086956522	14.2540473414623	24	23.8695652173913	14.5861215102392
26	32	"Corn"	"c"	"random"	7.375	24	23.1304347826087	13.8737959275295	24	23.9565217391304	14.9620072209263
26	32	"Corn"	"c"	"crossMov"	8.58333333333333	24	22.3478260869565	15.8303755645226	24	23.8695652173913	14.5861215102392
26	32	"Corn"	"f"	"sample"	1.32666666666667	75	7.56756756756757	5.19768410252284	75	7.37837837837838	4.64552429381847
26	32	"Corn"	"f"	"random"	2.4	75	7.5	4.74918882763656	75	7.45945945945946	4.25614524030291
26	32	"Corn"	"f"	"crossMov"	2.86666666666667	75	7.58108108108108	4.554109259122	75	7.37837837837838	4.64552429381847
27	2	"3Iron"	"c"	"sample"	6.10526315789474	19	28.7777777777778	9.73505222533836	19	27.7222222222222	11.5085929816942
27	2	"3Iron"	"c"	"random"	7.73809523809524	21	27.05	6.23635352294575	21	27.35	13.9029531130317
27	2	"3Iron"	"c"	"crossMov"	7.45	20	28.0526315789474	7.82072520231075	20	27.6842105263158	11.1855692329147
27	2	"3Iron"	"f"	"sample"	2.61666666666667	60	9.45762711864407	4.24800981352487	60	9.45762711864407	3.47067534866107
