"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"minCorrelation"	"maxCorrelation"	"actCorrelation"	"agreementIndex"
1	18	"w_dishes.mp4"	"f"	"crossMov"	-0.599852838157653	0.767725702707444	0.0589695309128037	0.47518011827371
1	20	"w_dishes.mp4"	"c"	"sample"	-0.172627628327527	0.535602354593042	0.150578297640772	0.432592497984525
1	20	"w_dishes.mp4"	"c"	"random"	-0.217778969422384	0.514524727914379	0.0390756048830226	0.336025495456665
1	20	"w_dishes.mp4"	"c"	"crossMov"	-0.119749073663128	0.63310406708083	0.0298036460017152	0.193517884110599
1	20	"w_dishes.mp4"	"f"	"sample"	-0.676286740245711	0.761808802956817	0.266961023310812	0.654218122203349
1	20	"w_dishes.mp4"	"f"	"random"	-0.690876305300729	0.73886449488756	-0.0241603694962895	0.466355555352146
1	20	"w_dishes.mp4"	"f"	"crossMov"	-0.602997353953581	0.784254436407674	0.0353155654412593	0.456263916693768
1	22	"w_dishes.mp4"	"c"	"sample"	-0.164056833740632	0.50720121206165	0.199529562478214	0.494604546960486
1	22	"w_dishes.mp4"	"c"	"random"	-0.284462806045489	0.479820984433815	-0.0414598377791986	0.29606307878221
1	22	"w_dishes.mp4"	"c"	"crossMov"	-0.125075160336807	0.627840665585272	0.0236321708683102	0.191302401158035
1	22	"w_dishes.mp4"	"f"	"sample"	-0.675472388462969	0.714471875227869	0.273379909434823	0.675173924169205
1	22	"w_dishes.mp4"	"f"	"random"	-0.648960500527039	0.70735677144864	-0.000498330634848284	0.472616622214063
1	22	"w_dishes.mp4"	"f"	"crossMov"	-0.581364500911454	0.746876036685801	0.0383454934763872	0.457687020794848
1	24	"w_dishes.mp4"	"c"	"sample"	-0.118299668473083	0.603266129113234	0.217063980459946	0.480210316456188
1	24	"w_dishes.mp4"	"c"	"random"	-0.171102503757462	0.422950005952524	0.00601852185966534	0.294327589374915
1	24	"w_dishes.mp4"	"c"	"crossMov"	-0.101505432651993	0.59705480142186	0.0293906319667476	0.182718357556002
1	24	"w_dishes.mp4"	"f"	"sample"	-0.541464414162269	0.78079620476527	0.385823917680766	0.689383320387663
1	24	"w_dishes.mp4"	"f"	"random"	-0.673016162546407	0.691191101681004	0.00759929767876381	0.499275748341454
1	24	"w_dishes.mp4"	"f"	"crossMov"	-0.560440617706849	0.763220641816779	0.0465651059770279	0.452816298674546
1	26	"w_dishes.mp4"	"c"	"sample"	-0.0929537076505893	0.592279771688055	0.242698668381288	0.502958478429461
1	26	"w_dishes.mp4"	"c"	"random"	-0.159066301773973	0.444345897539702	-0.0108253413606811	0.230983960349392
1	26	"w_dishes.mp4"	"c"	"crossMov"	-0.0968019058701585	0.581490594015191	0.0230916054834432	0.179969085794613
1	26	"w_dishes.mp4"	"f"	"sample"	-0.642259949802761	0.779162633680279	0.375095154520212	0.707947615807699
1	26	"w_dishes.mp4"	"f"	"random"	-0.687074179230777	0.736687426988114	0.0416979584796605	0.516210185830893
1	26	"w_dishes.mp4"	"f"	"crossMov"	-0.602685407976652	0.774744380193715	0.0476797799634518	0.467379420942009
1	28	"w_dishes.mp4"	"c"	"sample"	-0.111122326493808	0.637348157568151	0.200586464324694	0.422305761994474
1	28	"w_dishes.mp4"	"c"	"random"	-0.160692402805685	0.48110110935404	0.0191620073257598	0.269926721045956
1	28	"w_dishes.mp4"	"c"	"crossMov"	-0.101336466453799	0.59277983811304	0.0303048026622539	0.199406791223857
1	28	"w_dishes.mp4"	"f"	"sample"	-0.632702429883996	0.772263192681981	0.371341684546042	0.70588401774226
1	28	"w_dishes.mp4"	"f"	"random"	-0.670161544765341	0.725480938201359	-0.0127844126914622	0.470159105042629
1	28	"w_dishes.mp4"	"f"	"crossMov"	-0.584102774463865	0.781766768143372	0.0370441039265339	0.449975617211378
1	30	"w_dishes.mp4"	"c"	"sample"	-0.126079418300112	0.598131353614949	0.200385801357549	0.444164795205973
1	30	"w_dishes.mp4"	"c"	"random"	-0.210724232800493	0.412755391992318	-0.0193345357030869	0.290508076175545
1	30	"w_dishes.mp4"	"c"	"crossMov"	-0.107465823444812	0.601046818165597	0.0192215652424526	0.177094185033436
1	30	"w_dishes.mp4"	"f"	"sample"	-0.606997474521247	0.773921831935865	0.401619754330168	0.719069958950931
1	30	"w_dishes.mp4"	"f"	"random"	-0.69434985678232	0.704547649664663	-0.00545593959734139	0.494168576199683
1	30	"w_dishes.mp4"	"f"	"crossMov"	-0.593825784336515	0.76820928285963	0.0500999249830447	0.466918298234748
1	32	"w_dishes.mp4"	"c"	"sample"	-0.0912117774343325	0.628537026713401	0.241963680116421	0.481201681788079
1	32	"w_dishes.mp4"	"c"	"random"	-0.162167490819964	0.41919786794994	-0.0167554998155105	0.242046280212881
1	32	"w_dishes.mp4"	"c"	"crossMov"	-0.096245239919469	0.565509288621892	0.0221873289508699	0.181831191499179
1	32	"w_dishes.mp4"	"f"	"sample"	-0.592552751706576	0.723404578789679	0.344840593388078	0.702102698290989
1	32	"w_dishes.mp4"	"f"	"random"	-0.660317685747514	0.675746050951513	-0.0045941820665443	0.490352079141384
1	32	"w_dishes.mp4"	"f"	"crossMov"	-0.551208369358006	0.743446106899693	0.0545940257984033	0.461685037342558
1	2	"w_laundry.mp4"	"c"	"sample"	-0.0292308954946734	0.768772551509909	-0.0292308954946734	-4.3476591047027e-18
1	2	"w_laundry.mp4"	"c"	"random"	-0.0292308954946734	0.768772551509909	-0.0292308954946734	-4.3476591047027e-18
1	2	"w_laundry.mp4"	"c"	"crossMov"	-0.0480317433334166	0.685235611941325	0.0145074120361509	0.111111111111111
1	2	"w_laundry.mp4"	"f"	"sample"	-0.123243304459801	0.64142538002942	0.029690432438043	0.2
1	2	"w_laundry.mp4"	"f"	"random"	-0.123243304459801	0.64142538002942	-0.0467764360108791	0.1
1	2	"w_laundry.mp4"	"f"	"crossMov"	-0.270787573616773	0.677415785575368	0.0384179109097436	0.3240053817629
1	4	"w_laundry.mp4"	"c"	"sample"	-0.0310012388122972	0.732923929913812	0.247214709599582	0.364718614718615
1	4	"w_laundry.mp4"	"c"	"random"	-0.0356329478832481	0.559515049622387	-0.0356329478832481	0
1	4	"w_laundry.mp4"	"c"	"crossMov"	-0.0398499226192826	0.58869668367137	0.0345118373339589	0.111147186147186
1	4	"w_laundry.mp4"	"f"	"sample"	-0.325645486586661	0.765010451923014	0.2351781162283	0.513368745076062
1	4	"w_laundry.mp4"	"f"	"random"	-0.360426176814382	0.684107661207734	0.0459452668642201	0.39229502688172
1	4	"w_laundry.mp4"	"f"	"crossMov"	-0.467478807117624	0.73443633764422	0.0382802738007524	0.412088916707597
1	6	"w_laundry.mp4"	"c"	"sample"	-0.0468317364536378	0.645658889436166	0.136657255862023	0.257433112696271
1	6	"w_laundry.mp4"	"c"	"random"	-0.055030094730968	0.419678647223127	-0.055030094730968	0
1	6	"w_laundry.mp4"	"c"	"crossMov"	-0.0710887206378777	0.56673652969586	0.0294155592055125	0.163552624093088
1	6	"w_laundry.mp4"	"f"	"sample"	-0.586198195398823	0.704144842642623	0.091821512771958	0.52393544592778
1	6	"w_laundry.mp4"	"f"	"random"	-0.616675197734355	0.677678205150617	0.0212775144044099	0.482328107184098
1	6	"w_laundry.mp4"	"f"	"crossMov"	-0.50046332960618	0.735063579732908	0.0294183757475259	0.412359705077907
1	8	"w_laundry.mp4"	"c"	"sample"	-0.0578488595496078	0.567266350185333	0.220716228281316	0.418798389110889
1	8	"w_laundry.mp4"	"c"	"random"	-0.0786010364527001	0.37442655375913	-0.0615507167074846	0.0520833333333333
1	8	"w_laundry.mp4"	"c"	"crossMov"	-0.0682131403333201	0.615316933629909	0.00166517280111467	0.104540648539908
1	8	"w_laundry.mp4"	"f"	"sample"	-0.37485760121229	0.695661212213972	0.305709270119799	0.623774846408458
1	8	"w_laundry.mp4"	"f"	"random"	-0.491213445056892	0.706476987333458	0.0544112271953751	0.449275669716047
1	8	"w_laundry.mp4"	"f"	"crossMov"	-0.460870583023261	0.709936897721714	0.0254198257177577	0.402455888563924
1	10	"w_laundry.mp4"	"c"	"sample"	-0.0398759815827692	0.690709488198853	0.202036544163564	0.338627980206928
1	10	"w_laundry.mp4"	"c"	"random"	-0.052195406947884	0.475196331147712	-0.00975034880839914	0.0875
1	10	"w_laundry.mp4"	"c"	"crossMov"	-0.0662040956589733	0.525278401191352	0.00321981661487536	0.116141360817831
1	10	"w_laundry.mp4"	"f"	"sample"	-0.472911166793653	0.764408072369145	0.359647621854598	0.669408512880871
1	10	"w_laundry.mp4"	"f"	"random"	-0.578870903039768	0.661267707940007	0.00614702505086946	0.470426829377342
1	10	"w_laundry.mp4"	"f"	"crossMov"	-0.524157061904807	0.718287006995326	0.0400939660971785	0.44609181071588
1	12	"w_laundry.mp4"	"c"	"sample"	-0.0762319440285794	0.553425417059995	0.231248681433019	0.461239455636007
1	12	"w_laundry.mp4"	"c"	"random"	-0.100287843866336	0.553918514689119	0.0506058902850513	0.23854122829355
1	12	"w_laundry.mp4"	"c"	"crossMov"	-0.0864129243323802	0.630916328394016	-0.00713560397044566	0.107399733473457
1	12	"w_laundry.mp4"	"f"	"sample"	-0.59264014895528	0.753583666550135	0.275297533965454	0.62819221129923
1	12	"w_laundry.mp4"	"f"	"random"	-0.643434482927526	0.703262479591055	0.00898352808330984	0.483582499410356
1	12	"w_laundry.mp4"	"f"	"crossMov"	-0.550393849719764	0.76069946978155	0.0380300698267443	0.441631972423201
1	14	"w_laundry.mp4"	"c"	"sample"	-0.0755683352184563	0.654326336717374	0.211244762653895	0.402119365025832
1	14	"w_laundry.mp4"	"c"	"random"	-0.106277168164385	0.511904968076876	-0.00698587639461599	0.159433079451876
1	14	"w_laundry.mp4"	"c"	"crossMov"	-0.0946940976920218	0.606802644365906	0.0201146159731037	0.162779140806994
1	14	"w_laundry.mp4"	"f"	"sample"	-0.39594751053085	0.789878974157882	0.279480391358606	0.568647556284482
1	14	"w_laundry.mp4"	"f"	"random"	-0.595110800168932	0.638649827273643	-0.0652783688962523	0.429253405085779
1	14	"w_laundry.mp4"	"f"	"crossMov"	-0.475419699328729	0.730232128505916	0.0291371023040085	0.414502289930259
1	16	"w_laundry.mp4"	"c"	"sample"	-0.0746940876664742	0.576185189093245	0.187029748056689	0.411162549782062
1	16	"w_laundry.mp4"	"c"	"random"	-0.102444484468781	0.508524209182067	0.0010174262458377	0.164572634741962
1	16	"w_laundry.mp4"	"c"	"crossMov"	-0.0919366611118432	0.59460963355084	0.0313567717641248	0.182083809869833
1	16	"w_laundry.mp4"	"f"	"sample"	-0.61906762295372	0.725411452245946	0.243857597394249	0.640871251798415
1	16	"w_laundry.mp4"	"f"	"random"	-0.653940336879664	0.673510802514603	0.0094033514232314	0.498703086632008
1	16	"w_laundry.mp4"	"f"	"crossMov"	-0.55180927379308	0.732597657619584	0.0427318441259039	0.454612574201372
1	18	"w_laundry.mp4"	"c"	"sample"	-0.0628535831913386	0.549720443999566	0.206346544118023	0.455450838445228
1	18	"w_laundry.mp4"	"c"	"random"	-0.0883555509084465	0.521127432885502	0.0181642574600161	0.167208401955948
1	18	"w_laundry.mp4"	"c"	"crossMov"	-0.0829686421367664	0.563712702946758	0.031579974587618	0.191058070143236
1	18	"w_laundry.mp4"	"f"	"sample"	-0.605618884590007	0.751187607913104	0.305699457746762	0.672987050258591
1	18	"w_laundry.mp4"	"f"	"random"	-0.673791950831244	0.715772994029084	0.0169964259894551	0.49710390615578
1	18	"w_laundry.mp4"	"f"	"crossMov"	-0.585491574971625	0.766787654205526	0.0413770752480364	0.459933008379263
1	20	"w_laundry.mp4"	"c"	"sample"	-0.0568840273027464	0.687692727944637	0.242669706631842	0.401145788360792
1	20	"w_laundry.mp4"	"c"	"random"	-0.0881740345244093	0.429861337260823	0.0179795007282275	0.204163310889317
1	20	"w_laundry.mp4"	"c"	"crossMov"	-0.083000163413771	0.580726804944594	0.0115666566550421	0.143756400805278
1	20	"w_laundry.mp4"	"f"	"sample"	-0.318556545855936	0.741290641632239	0.308011690025493	0.580648026329085
1	20	"w_laundry.mp4"	"f"	"random"	-0.494431243882521	0.661223343952592	0.0223281442174115	0.440554136839759
1	20	"w_laundry.mp4"	"f"	"crossMov"	-0.427632140985117	0.673327569798979	0.0311006175376177	0.406944477411968
1	22	"w_laundry.mp4"	"c"	"sample"	-0.0927997922671779	0.653985499462046	0.230007679747308	0.43710507481335
1	22	"w_laundry.mp4"	"c"	"random"	-0.151221788238406	0.504640133288955	-0.0106832763810019	0.217004406245849
1	22	"w_laundry.mp4"	"c"	"crossMov"	-0.106260097801543	0.615782873622113	0.0215286041880506	0.178232281223312
1	22	"w_laundry.mp4"	"f"	"sample"	-0.559447602447334	0.756020915030253	0.28825506066856	0.638322560905889
1	22	"w_laundry.mp4"	"f"	"random"	-0.643802154777794	0.697457679063256	-0.00189820564027005	0.478724481814877
1	22	"w_laundry.mp4"	"f"	"crossMov"	-0.553699889290537	0.754166496090631	0.0426982299922859	0.451315314876605
1	24	"w_laundry.mp4"	"c"	"sample"	-0.0747275620331782	0.649602845963068	0.222705827094316	0.41416502903698
1	24	"w_laundry.mp4"	"c"	"random"	-0.113412850363965	0.47342727479589	0.0222441419778513	0.228618487406071
1	24	"w_laundry.mp4"	"c"	"crossMov"	-0.096127136493125	0.584240494746037	0.0339895072851465	0.194568507626844
1	24	"w_laundry.mp4"	"f"	"sample"	-0.540245226774929	0.752965696684315	0.257449922991027	0.613373571027235
1	24	"w_laundry.mp4"	"f"	"random"	-0.618276696850329	0.69641704922642	-0.0308055944985696	0.445141293560264
1	24	"w_laundry.mp4"	"f"	"crossMov"	-0.543160407052242	0.732182642144461	0.0415075675231387	0.452624717854681
1	26	"w_laundry.mp4"	"c"	"sample"	-0.0830775910294962	0.658778378799373	0.239866650960494	0.447053768371444
1	26	"w_laundry.mp4"	"c"	"random"	-0.121724669316488	0.564964378781138	0.0525635833913524	0.252190600344251
1	26	"w_laundry.mp4"	"c"	"crossMov"	-0.102195715080528	0.601530988865809	0.0111477461264183	0.163539821640327
1	26	"w_laundry.mp4"	"f"	"sample"	-0.585896626945668	0.768673487908327	0.310685767852823	0.661285655162681
1	26	"w_laundry.mp4"	"f"	"random"	-0.691349934116388	0.697382930014937	-0.00452266108184459	0.494323681816083
1	26	"w_laundry.mp4"	"f"	"crossMov"	-0.592985817583419	0.762826797090802	0.0464870712618093	0.468417237299278
1	28	"w_laundry.mp4"	"c"	"sample"	-0.0903417403987256	0.578079673359434	0.19805615622534	0.447232632353246
1	28	"w_laundry.mp4"	"c"	"random"	-0.152751833421703	0.449261560759724	-0.0373397640264076	0.184573774396614
1	28	"w_laundry.mp4"	"c"	"crossMov"	-0.101693671204871	0.592624990540949	0.0321275595225091	0.196488106371144
1	28	"w_laundry.mp4"	"f"	"sample"	-0.52336500636803	0.759130260967567	0.276426194321484	0.618981166473452
1	28	"w_laundry.mp4"	"f"	"random"	-0.62655469673646	0.669978831414044	-0.020524258843976	0.463170705339037
1	28	"w_laundry.mp4"	"f"	"crossMov"	-0.542117478225896	0.732009117587173	0.0470760897546707	0.455027766362415
1	30	"w_laundry.mp4"	"c"	"sample"	-0.0602226100549774	0.688927242068288	0.249650346722583	0.422040613176748
1	30	"w_laundry.mp4"	"c"	"random"	-0.102577461881642	0.433304479485182	0.00883143512225841	0.203604800279117
1	30	"w_laundry.mp4"	"c"	"crossMov"	-0.08841589506987	0.53940259924237	0.0301538089100897	0.197938874843685
1	30	"w_laundry.mp4"	"f"	"sample"	-0.423779798673857	0.774825063037415	0.335523186514468	0.626827441276271
1	30	"w_laundry.mp4"	"f"	"random"	-0.595196204736854	0.659140024628876	0.00498766862745185	0.474949012481485
1	30	"w_laundry.mp4"	"f"	"crossMov"	-0.49568654872823	0.719323740998901	0.0450495047703517	0.439165202363667
1	32	"w_laundry.mp4"	"c"	"sample"	-0.0999463754700675	0.553529028026871	0.173676936523593	0.421131001637847
1	32	"w_laundry.mp4"	"c"	"random"	-0.154285083852426	0.511458837080618	0.00408333330538654	0.237340492116813
1	32	"w_laundry.mp4"	"c"	"crossMov"	-0.107916464477258	0.599614400231772	0.0103432414940994	0.164447117691004
1	32	"w_laundry.mp4"	"f"	"sample"	-0.554628950943956	0.729912933734038	0.25306608713228	0.628702038824327
1	32	"w_laundry.mp4"	"f"	"random"	-0.616472750118667	0.668334036413574	0.0232694752501138	0.497484180337494
1	32	"w_laundry.mp4"	"f"	"crossMov"	-0.537728136501723	0.720715134867742	0.0393016405978725	0.449254636620318
1	2	"w_bed.mp4"	"c"	"sample"	-0.015861696788968	0.465276439143063	-0.015861696788968	0
1	2	"w_bed.mp4"	"c"	"random"	-0.015861696788968	0.465276439143063	-0.015861696788968	0
1	2	"w_bed.mp4"	"c"	"crossMov"	-0.0341180663158625	0.512932118347106	0.0535616415632158	0.140740740740741
1	2	"w_bed.mp4"	"f"	"sample"	-0.0654675676982945	0.284976471157282	0.0747100478439361	0.4
1	2	"w_bed.mp4"	"f"	"random"	-0.0654675676982945	0.284976471157282	-0.0654675676982945	0
1	2	"w_bed.mp4"	"f"	"crossMov"	-0.278740941427794	0.56579021426317	0.00762393005835519	0.295727513227513
1	4	"w_bed.mp4"	"c"	"sample"	-0.0468449123316788	0.640485534505184	0.113122573853752	0.266666666666667
1	4	"w_bed.mp4"	"c"	"random"	-0.0483934583134115	0.653710183981811	0.0617912864337213	0.164502164502165
1	4	"w_bed.mp4"	"c"	"crossMov"	-0.0673851544816384	0.615417728706666	0.0034125369027818	0.102526816149107
1	4	"w_bed.mp4"	"f"	"sample"	-0.317688583444186	0.639466858849476	-0.0107390436019322	0.312743845301985
1	4	"w_bed.mp4"	"f"	"random"	-0.307455449934775	0.660198256065166	0.0574642987161623	0.379215526637165
1	4	"w_bed.mp4"	"f"	"crossMov"	-0.42579989316193	0.656801313233535	0.0445867140185035	0.415241476129637
1	6	"w_bed.mp4"	"c"	"sample"	-0.0989035117047279	0.48806055469125	0.0276783480895046	0.176587301587302
1	6	"w_bed.mp4"	"c"	"random"	-0.103151818256712	0.443086291696403	-0.0353732590982085	0.132268170426065
1	6	"w_bed.mp4"	"c"	"crossMov"	-0.0779334865640514	0.627492720894637	-0.00310215446567019	0.0978313032132477
1	6	"w_bed.mp4"	"f"	"sample"	-0.52560492776178	0.610094261234277	0.05336049170973	0.48291853673598
1	6	"w_bed.mp4"	"f"	"random"	-0.538507903600819	0.596143615728526	-0.0116774859889908	0.456913261532909
1	6	"w_bed.mp4"	"f"	"crossMov"	-0.437872838410761	0.658439056864688	0.00669191748758804	0.37298667063158
1	8	"w_bed.mp4"	"c"	"sample"	-0.0783147118213232	0.621306768400593	0.103042457104874	0.259827688651218
1	8	"w_bed.mp4"	"c"	"random"	-0.0842522132876156	0.562785776960554	0.0317152736521034	0.174368686868687
1	8	"w_bed.mp4"	"c"	"crossMov"	-0.0755234008722709	0.641636024533286	0.0407055657795638	0.161798848053352
1	8	"w_bed.mp4"	"f"	"sample"	-0.485073812163674	0.634097118495941	0.153660722075421	0.573754375825818
1	8	"w_bed.mp4"	"f"	"random"	-0.48141187211754	0.622604928043093	-0.0332491964040039	0.408024905889625
1	8	"w_bed.mp4"	"f"	"crossMov"	-0.438307237111151	0.647955392932792	0.0317061104546311	0.42655529412373
1	10	"w_bed.mp4"	"c"	"sample"	-0.103903564385241	0.527538212778476	0.0559757460336585	0.255987732074689
1	10	"w_bed.mp4"	"c"	"random"	-0.112847421623012	0.487707438793651	-0.02910812701662	0.110855078873655
1	10	"w_bed.mp4"	"c"	"crossMov"	-0.0840684918529877	0.585970930527665	0.0386091207450079	0.18361640992429
1	10	"w_bed.mp4"	"f"	"sample"	-0.561706750452637	0.671315511392399	0.0873797289999885	0.518045099192155
1	10	"w_bed.mp4"	"f"	"random"	-0.58031934002154	0.652560807784365	0.0413432100179825	0.498737862942902
1	10	"w_bed.mp4"	"f"	"crossMov"	-0.492543690660003	0.693759480102043	0.0131731907539612	0.415740195752008
1	12	"w_bed.mp4"	"c"	"sample"	-0.0906539176424315	0.596683935285527	0.143695832456956	0.337853882564027
1	12	"w_bed.mp4"	"c"	"random"	-0.110383843706802	0.537351528424498	0.0183174449904679	0.213472096663947
1	12	"w_bed.mp4"	"c"	"crossMov"	-0.0887170297435138	0.615555604578987	0.0108872698396186	0.139617422196694
1	12	"w_bed.mp4"	"f"	"sample"	-0.482118292979772	0.687466293037292	0.144442657100805	0.514107926817213
1	12	"w_bed.mp4"	"f"	"random"	-0.515784718501183	0.64667906358363	-0.00183135793508655	0.434650941596864
1	12	"w_bed.mp4"	"f"	"crossMov"	-0.462048744713515	0.697341283369042	0.00917575955152964	0.390149223228235
1	14	"w_bed.mp4"	"c"	"sample"	-0.114724944417605	0.62233293537217	0.144007462888536	0.367092028231637
1	14	"w_bed.mp4"	"c"	"random"	-0.134207301203208	0.463435547123395	0.0230571204725538	0.26847983334065
1	14	"w_bed.mp4"	"c"	"crossMov"	-0.0986501526426641	0.596527250223768	0.02733980750733	0.174463687458635
1	14	"w_bed.mp4"	"f"	"sample"	-0.497679804008621	0.58507298848299	0.106792429191826	0.56441040007037
1	14	"w_bed.mp4"	"f"	"random"	-0.486898639217555	0.569086636568997	0.0073582184759765	0.451516934678789
