"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"minCorrelation"	"maxCorrelation"	"actCorrelation"	"agreementIndex"
1	22	"Corn"	"c"	"random"	-0.215099603825617	0.495413782088058	-0.0241764561649525	0.265410347626286
1	22	"Corn"	"c"	"crossMov"	-0.128952612433559	0.650794962670516	0.00907633483359326	0.17520672704242
1	22	"Corn"	"f"	"sample"	-0.407419547312947	0.749068790548417	0.255664717983756	0.571564855175383
1	22	"Corn"	"f"	"random"	-0.539959516405814	0.670418435726565	0.00116945372985051	0.446499621742673
1	22	"Corn"	"f"	"crossMov"	-0.432642053365033	0.722670071980894	0.00722949490702023	0.37948771722947
1	24	"3Iron"	"c"	"sample"	-0.136084616611681	0.695536111719386	0.239433726308123	0.442389443184283
1	24	"3Iron"	"c"	"random"	-0.231879247346284	0.542172748335639	0.00153552650892832	0.299419252779923
1	24	"3Iron"	"c"	"crossMov"	-0.120774499824638	0.740876027939107	-0.0110186049698836	0.125373593337929
1	24	"3Iron"	"f"	"sample"	-0.412737672657656	0.754207129784633	0.257613148995958	0.571465499107485
1	24	"3Iron"	"f"	"random"	-0.556189701397359	0.651163602737169	0.0016338852698618	0.460416996385609
1	24	"3Iron"	"f"	"crossMov"	-0.375287439628835	0.752051049701824	-0.012972482129709	0.319256776625422
1	24	"Corn"	"c"	"sample"	-0.108256640605476	0.7204730437025	0.262361219608462	0.44451550210917
1	24	"Corn"	"c"	"random"	-0.196082056711862	0.46041531128601	-0.012774027144947	0.275481854550606
1	24	"Corn"	"c"	"crossMov"	-0.123704730913412	0.667832848617415	-0.0146225276758384	0.134126002146234
1	24	"Corn"	"f"	"sample"	-0.365069752894976	0.746224619689703	0.302351019538073	0.6000585454723
1	24	"Corn"	"f"	"random"	-0.555704489848076	0.628535938592401	-0.0148670812439649	0.45496805482865
1	24	"Corn"	"f"	"crossMov"	-0.404339001220154	0.746612938458713	-0.0148385695743753	0.334645512139785
1	26	"3Iron"	"c"	"sample"	-0.128246863079251	0.670976824630909	0.259869275739727	0.473461095964118
1	26	"3Iron"	"c"	"random"	-0.232851193840458	0.531663645025483	-0.00452753175751706	0.291507449051107
1	26	"3Iron"	"c"	"crossMov"	-0.111562322849215	0.693439468323564	-0.00233197625189027	0.140129895720324
1	26	"3Iron"	"f"	"sample"	-0.363060935799339	0.759755576173869	0.324894852597034	0.609124236867771
1	26	"3Iron"	"f"	"random"	-0.552064712060553	0.639686781672169	-0.0137228435831701	0.449818904253696
1	26	"3Iron"	"f"	"crossMov"	-0.348672401751513	0.750039730998033	-0.00909201822650996	0.304678669456046
1	26	"Corn"	"c"	"sample"	-0.102166326648359	0.677160718096747	0.282785634977196	0.486164018654075
1	26	"Corn"	"c"	"random"	-0.206323709083616	0.488514281437428	-0.0260640894488564	0.257110514195949
1	26	"Corn"	"c"	"crossMov"	-0.118865493897522	0.652973757102379	-0.00804268476247935	0.145578368897164
1	26	"Corn"	"f"	"sample"	-0.33106808894938	0.746640136709757	0.317577892134277	0.595402146432781
1	26	"Corn"	"f"	"random"	-0.531568738468096	0.650266590191071	0.0140448439898766	0.461602925003102
1	26	"Corn"	"f"	"crossMov"	-0.348307536151587	0.755507818273647	-0.0105968849327349	0.300955618307384
1	28	"3Iron"	"c"	"sample"	-0.134584720768313	0.641731211735553	0.212045966939036	0.4357690273844
1	28	"3Iron"	"c"	"random"	-0.219793680082549	0.47194349340295	0.00949524972886301	0.324566502776611
1	28	"3Iron"	"c"	"crossMov"	-0.110872273041218	0.699995566703618	0.0219506143049636	0.16454257788806
1	28	"3Iron"	"f"	"sample"	-0.379440037513255	0.737316794500473	0.288209985850868	0.594401157905485
1	28	"3Iron"	"f"	"random"	-0.538283165803845	0.648215521886964	0.00293644659047033	0.454868381635779
1	28	"3Iron"	"f"	"crossMov"	-0.332488609915429	0.792009656918478	-0.00127316238114451	0.293975357604017
1	28	"Corn"	"c"	"sample"	-0.107182865695768	0.696114345577103	0.287335050650481	0.48256493078784
1	28	"Corn"	"c"	"random"	-0.215100187874626	0.518982473111427	-0.0113231566252961	0.266573413430777
1	28	"Corn"	"c"	"crossMov"	-0.131683087763819	0.636745313845021	0.0178177506113703	0.189770453721429
1	28	"Corn"	"f"	"sample"	-0.325046546595568	0.786685638979226	0.35084747583932	0.603834471364578
1	28	"Corn"	"f"	"random"	-0.534048546639431	0.641048311511801	0.0075978579919847	0.459854726855168
1	28	"Corn"	"f"	"crossMov"	-0.374308187130787	0.733460614141415	-0.0063094463076945	0.328173391934797
1	30	"3Iron"	"c"	"sample"	-0.143367530306479	0.658204464108978	0.207832406124927	0.439771733702452
1	30	"3Iron"	"c"	"random"	-0.236827068887247	0.52972242873823	-0.000744818215894794	0.299895550376841
1	30	"3Iron"	"c"	"crossMov"	-0.119371739426143	0.695286668791084	0.00280841933856253	0.143935532326418
1	30	"3Iron"	"f"	"sample"	-0.401678663373078	0.734833006467075	0.266116929920743	0.585133341712649
1	30	"3Iron"	"f"	"random"	-0.542109461396565	0.655730890805189	0.0220283391305266	0.469660502439725
1	30	"3Iron"	"f"	"crossMov"	-0.395196980044586	0.738474498207008	-0.00447392604865028	0.34190382341955
1	30	"Corn"	"c"	"sample"	-0.10601756457934	0.670200376425981	0.236412262139344	0.437777062743568
1	30	"Corn"	"c"	"random"	-0.188230747688294	0.511662886808785	0.00120760091755497	0.26697077257601
1	30	"Corn"	"c"	"crossMov"	-0.129195315558065	0.642301885497382	0.00785283467952977	0.17848920176738
1	30	"Corn"	"f"	"sample"	-0.383669194177786	0.728343911736929	0.265017974565111	0.578243343643181
1	30	"Corn"	"f"	"random"	-0.519396682847375	0.642853654740861	0.00219684572061124	0.446304089540162
1	30	"Corn"	"f"	"crossMov"	-0.393863144858685	0.727284173191534	-0.00643568903067184	0.340227542064955
1	32	"3Iron"	"c"	"sample"	-0.13718652255967	0.657257732898311	0.220337874862036	0.446129562025138
1	32	"3Iron"	"c"	"random"	-0.239526438448808	0.507179627425615	0.00379841228338156	0.321825121983841
1	32	"3Iron"	"c"	"crossMov"	-0.124040903239703	0.6724279504689	0.0184441253171334	0.17635907516994
1	32	"3Iron"	"f"	"sample"	-0.433393802645756	0.744531560855194	0.269176661578323	0.58961169834107
1	32	"3Iron"	"f"	"random"	-0.566776519422634	0.662238241282877	0.0048696972713418	0.463505550584348
1	32	"3Iron"	"f"	"crossMov"	-0.400749897214884	0.752783284779278	0.00341149763871884	0.348320448640457
1	32	"Corn"	"c"	"sample"	-0.118536790749256	0.665312233638865	0.243845944782275	0.452562180285729
1	32	"Corn"	"c"	"random"	-0.214759244148627	0.530769846978088	0.0145556306820686	0.303494462582957
1	32	"Corn"	"c"	"crossMov"	-0.132336435928227	0.643772774515685	0.018098960105513	0.193043362947619
1	32	"Corn"	"f"	"sample"	-0.394905492476212	0.749768299367764	0.302252622880492	0.600029287833225
1	32	"Corn"	"f"	"random"	-0.571489331705827	0.655367101838182	0.00678432756033225	0.470987852070038
1	32	"Corn"	"f"	"crossMov"	-0.4295389420242	0.741658322333833	0.00107082965610284	0.363554951620252
2	2	"3Iron"	"c"	"sample"	-0.0223682467854598	0.722362793248083	0.0603796465516006	0.111111111111111
2	2	"3Iron"	"c"	"random"	-0.0223682467854598	0.722362793248083	-0.0223682467854598	0
2	2	"3Iron"	"c"	"crossMov"	-0.0297470788236732	0.77200752185247	-0.0297470788236732	0
2	2	"3Iron"	"f"	"sample"	-0.102191328792934	0.54769959364303	0.0277868556942585	0.2
2	2	"3Iron"	"f"	"random"	-0.102191328792934	0.54769959364303	0.00612382494639306	0.166666666666667
2	2	"3Iron"	"f"	"crossMov"	-0.14336022251767	0.772856186823425	-0.0127965396438955	0.13693009118541
2	2	"Corn"	"c"	"sample"	-0.0183584919973964	0.7809420057354	-0.0183584919973964	0
2	2	"Corn"	"c"	"random"	-0.0183584919973964	0.7809420057354	-0.0183584919973964	0
2	2	"Corn"	"c"	"crossMov"	-0.0288191271551639	0.660036383141903	-0.0288191271551639	0
2	2	"Corn"	"f"	"sample"	-0.0858720124825434	0.628886209063332	0.0373621636460559	0.172413793103448
2	2	"Corn"	"f"	"random"	-0.0858720124825434	0.628886209063332	0.0620089988717757	0.206896551724138
2	2	"Corn"	"f"	"crossMov"	-0.146226527070824	0.64250145199202	-0.00904259141378959	0.173552123552124
2	4	"3Iron"	"c"	"sample"	-0.0701345811999367	0.701542168737395	0.109849877597318	0.23546918767507
2	4	"3Iron"	"c"	"random"	-0.0747491720341214	0.617165206845185	-0.0113139212058363	0.0926131322094055
2	4	"3Iron"	"c"	"crossMov"	-0.0778480885997182	0.672514923026123	-0.0312183965512925	0.0582900492072171
2	4	"3Iron"	"f"	"sample"	-0.243742532929377	0.715424437912258	0.0787279057296592	0.335168630960314
2	4	"3Iron"	"f"	"random"	-0.253408628998196	0.681582218165026	0.0148206616838467	0.283580853246301
2	4	"3Iron"	"f"	"crossMov"	-0.256037479378836	0.754971314772729	0.0273782211257619	0.277977792769633
2	4	"Corn"	"c"	"sample"	-0.0638752576739123	0.665879958339858	0.0881903705183936	0.220571095571096
2	4	"Corn"	"c"	"random"	-0.0664682903812509	0.621642829281013	0.0191197269066131	0.132625538020086
2	4	"Corn"	"c"	"crossMov"	-0.0774379593859648	0.673494178933634	-0.0264870185436877	0.0674357041305643
2	4	"Corn"	"f"	"sample"	-0.228768184063613	0.726013449448763	0.16676835974896	0.418050161125973
2	4	"Corn"	"f"	"random"	-0.250403745195266	0.65550926152625	0.000356537840159799	0.277450572801183
2	4	"Corn"	"f"	"crossMov"	-0.276176371073953	0.749256371223648	0.0326835446958364	0.300758698704946
2	6	"3Iron"	"c"	"sample"	-0.110866400111352	0.637014145034772	0.0475029425503698	0.211392156125398
2	6	"3Iron"	"c"	"random"	-0.117634580928584	0.557284934399649	-0.0187250963718321	0.148739380278946
2	6	"3Iron"	"c"	"crossMov"	-0.0913722990325521	0.732029911821833	-0.00641510014224834	0.102070743273411
2	6	"3Iron"	"f"	"sample"	-0.323186420183707	0.734716574081799	0.173408812353342	0.466148603647593
2	6	"3Iron"	"f"	"random"	-0.367598652357827	0.696395844324082	0.0256450264933607	0.36797964067108
2	6	"3Iron"	"f"	"crossMov"	-0.334631315825218	0.738507016197478	0.000673541501065116	0.305833100383699
2	6	"Corn"	"c"	"sample"	-0.0738813745358513	0.707792822184521	0.176189483857816	0.319997368963534
2	6	"Corn"	"c"	"random"	-0.0866810535828981	0.552058530364771	-0.00807785470613369	0.122704779852444
2	6	"Corn"	"c"	"crossMov"	-0.104865113281557	0.616814651328915	-0.00679732542811444	0.133570716422162
2	6	"Corn"	"f"	"sample"	-0.282060633859874	0.704429020602635	0.131096255449645	0.419664072912332
2	6	"Corn"	"f"	"random"	-0.310888103029381	0.683454474935626	0.0157029999344888	0.325767096823745
2	6	"Corn"	"f"	"crossMov"	-0.318537781853903	0.729061985104913	0.0037982013734696	0.303549026527599
2	8	"3Iron"	"c"	"sample"	-0.0873936239729134	0.640869167820176	0.145931872726845	0.333105939239494
2	8	"3Iron"	"c"	"random"	-0.101561672341155	0.532372959646956	-0.00342627625678875	0.158828724609037
2	8	"3Iron"	"c"	"crossMov"	-0.0853625485282257	0.664929540203255	0.0145423268067782	0.13556447830296
2	8	"3Iron"	"f"	"sample"	-0.293960882197125	0.707645115869667	0.201508500448858	0.49830709822728
2	8	"3Iron"	"f"	"random"	-0.362491021263267	0.639664277431823	-0.00197523477714249	0.351608659291815
2	8	"3Iron"	"f"	"crossMov"	-0.295090329312255	0.716836115594115	0.0273539762237936	0.311721696181612
2	8	"Corn"	"c"	"sample"	-0.0806027663698588	0.704527200699021	0.177564764690308	0.341559514325759
2	8	"Corn"	"c"	"random"	-0.0956548888118444	0.563928852232941	0.00865811461286106	0.157512538838758
2	8	"Corn"	"c"	"crossMov"	-0.0926272237213034	0.645937443080891	0.00815235893434846	0.133517089671096
2	8	"Corn"	"f"	"sample"	-0.268223452412749	0.7186143620629	0.207596775020505	0.49209139950925
2	8	"Corn"	"f"	"random"	-0.332846578212645	0.639481442730104	-0.00123815545464859	0.338499137430929
2	8	"Corn"	"f"	"crossMov"	-0.302051436586938	0.708785607131788	0.0257710925571766	0.318712168419272
2	10	"3Iron"	"c"	"sample"	-0.0817304843371403	0.628772448295054	0.122328392778067	0.30240675490604
2	10	"3Iron"	"c"	"random"	-0.0971104358998246	0.510585788634791	-0.0177222412231892	0.139647062832058
2	10	"3Iron"	"c"	"crossMov"	-0.0798760364880686	0.62637704099491	0.0185749730041247	0.139165568911815
2	10	"3Iron"	"f"	"sample"	-0.242079737539288	0.706019372806667	0.159469904497776	0.425989727377619
2	10	"3Iron"	"f"	"random"	-0.292145390906833	0.64062877866244	0.00925838765216979	0.318515596313329
2	10	"3Iron"	"f"	"crossMov"	-0.257362960834325	0.693974483849833	0.0142497749346397	0.282350905740939
2	10	"Corn"	"c"	"sample"	-0.0677545514583515	0.610890616124299	0.0880188942036186	0.245388979754581
2	10	"Corn"	"c"	"random"	-0.0737829306552357	0.538573791725104	0.010306819899344	0.136480566312209
2	10	"Corn"	"c"	"crossMov"	-0.0766983618260284	0.608115477510834	0.0102654762659727	0.122232181318845
2	10	"Corn"	"f"	"sample"	-0.233408505571183	0.687878518835535	0.106818494151884	0.372172689408262
2	10	"Corn"	"f"	"random"	-0.264249828665216	0.645524503944071	0.00609794794014904	0.294523274594891
2	10	"Corn"	"f"	"crossMov"	-0.237759039966199	0.688837443717181	0.0141818597207902	0.269730281646164
2	12	"3Iron"	"c"	"sample"	-0.117633839388348	0.670020674787198	0.139043886882621	0.33327982035798
2	12	"3Iron"	"c"	"random"	-0.145038667269581	0.497978986590995	-0.0154613145795881	0.197434410709296
2	12	"3Iron"	"c"	"crossMov"	-0.111835849505406	0.625330652079854	-0.00908256480312362	0.136205990906896
2	12	"3Iron"	"f"	"sample"	-0.382642473484119	0.73612193282396	0.2134574102853	0.52533516849023
