"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"min.peakiness"	"act.peakiness"
1	2	"w_dishes.mp4"	"c"	"sample"	0.000237990035590118	0.00169607148584341
1	2	"w_dishes.mp4"	"c"	"random"	0.000237990035590118	0.000574565249772052
1	2	"w_dishes.mp4"	"f"	"sample"	0.000163498310455094	0.00128379847899876
1	2	"w_dishes.mp4"	"f"	"random"	0.000163498310455094	0.00140804540701602
1	4	"w_dishes.mp4"	"c"	"sample"	0.000147948456740959	0.00285869134920294
1	4	"w_dishes.mp4"	"c"	"random"	0.000147948456740959	0.00171151582714529
1	4	"w_dishes.mp4"	"f"	"sample"	0.000164229898969881	0.00183703293136757
1	4	"w_dishes.mp4"	"f"	"random"	0.000164229898969881	0.00206483640177317
1	6	"w_dishes.mp4"	"c"	"sample"	8.79144192577431e-05	0.00139605540385379
1	6	"w_dishes.mp4"	"c"	"random"	8.79144192577431e-05	0.000461647918781179
1	6	"w_dishes.mp4"	"f"	"sample"	0.000155680446840789	0.0018894610370377
1	6	"w_dishes.mp4"	"f"	"random"	0.000155680446840789	0.0016876588191351
1	8	"w_dishes.mp4"	"c"	"sample"	0.000101499689807811	0.00129831134899501
1	8	"w_dishes.mp4"	"c"	"random"	0.000101499689807811	0.000495012261681042
1	8	"w_dishes.mp4"	"f"	"sample"	0.000173821738566457	0.00182970339121184
1	8	"w_dishes.mp4"	"f"	"random"	0.000173821738566457	0.00126890321215608
1	10	"w_dishes.mp4"	"c"	"sample"	0.000101998692272817	0.00205506403287351
1	10	"w_dishes.mp4"	"c"	"random"	0.000101998692272817	0.000574259053480558
1	10	"w_dishes.mp4"	"f"	"sample"	0.000184609024417903	0.0021246280841403
1	10	"w_dishes.mp4"	"f"	"random"	0.000184609024417903	0.00117085400838509
1	12	"w_dishes.mp4"	"c"	"sample"	0.000106946037620338	0.0017142838625733
1	12	"w_dishes.mp4"	"c"	"random"	0.000106946037620338	0.000565863071254386
1	12	"w_dishes.mp4"	"f"	"sample"	0.00018711742190461	0.00227203750895718
1	12	"w_dishes.mp4"	"f"	"random"	0.00018711742190461	0.00109066023853511
1	14	"w_dishes.mp4"	"c"	"sample"	0.000113032668727252	0.00137325686159456
1	14	"w_dishes.mp4"	"c"	"random"	0.000113032668727252	0.000431091937590731
1	14	"w_dishes.mp4"	"f"	"sample"	0.000196821243297363	0.00183807020557653
1	14	"w_dishes.mp4"	"f"	"random"	0.000196821243297363	0.00114915669248781
1	16	"w_dishes.mp4"	"c"	"sample"	0.000118885837431532	0.00137210632206776
1	16	"w_dishes.mp4"	"c"	"random"	0.000118885837431532	0.000650723597209002
1	16	"w_dishes.mp4"	"f"	"sample"	0.000202807525226032	0.00207862764820469
1	16	"w_dishes.mp4"	"f"	"random"	0.000202807525226032	0.00103711463413334
1	18	"w_dishes.mp4"	"c"	"sample"	0.0001106964584133	0.00312963215518755
1	18	"w_dishes.mp4"	"c"	"random"	0.0001106964584133	0.000564770874505512
1	18	"w_dishes.mp4"	"f"	"sample"	0.000200149480272267	0.00210156222697279
1	18	"w_dishes.mp4"	"f"	"random"	0.000200149480272267	0.00112425277170468
1	20	"w_dishes.mp4"	"c"	"sample"	0.000116265734480579	0.00206602373823164
1	20	"w_dishes.mp4"	"c"	"random"	0.000116265734480579	0.000447629202846638
