"Iteration"	"sampleSize"	"movieName"	"grain"	"testCond"	"min.peakiness"	"act.peakiness"
1	22	"Corn"	"c"	"random"	3.07037912140961e-05	0.000126928825405835
1	22	"Corn"	"f"	"sample"	5.16551570081566e-05	0.000752330098250163
1	22	"Corn"	"f"	"random"	5.16551570081566e-05	0.000385812386734682
1	24	"3Iron"	"c"	"sample"	3.2735327488548e-05	0.000356606369528407
1	24	"3Iron"	"c"	"random"	3.2735327488548e-05	0.00016240980858186
1	24	"3Iron"	"f"	"sample"	5.36511818858109e-05	0.000815907220428922
1	24	"3Iron"	"f"	"random"	5.36511818858109e-05	0.000322422164079936
1	24	"Corn"	"c"	"sample"	3.21834772892374e-05	0.000257299385777473
1	24	"Corn"	"c"	"random"	3.21834772892374e-05	0.000142065653754809
1	24	"Corn"	"f"	"sample"	5.34040642444255e-05	0.000910938927506977
1	24	"Corn"	"f"	"random"	5.34040642444255e-05	0.00035769408808985
1	26	"3Iron"	"c"	"sample"	3.29243799716947e-05	0.00036414405353496
1	26	"3Iron"	"c"	"random"	3.29243799716947e-05	0.000148800330672318
1	26	"3Iron"	"f"	"sample"	5.44726742822929e-05	0.000738925174910734
1	26	"3Iron"	"f"	"random"	5.44726742822929e-05	0.000348467818821501
1	26	"Corn"	"c"	"sample"	3.17987719805678e-05	0.000345592407843873
1	26	"Corn"	"c"	"random"	3.17987719805678e-05	0.000126054778486478
1	26	"Corn"	"f"	"sample"	5.36533194623237e-05	0.000831494614627136
1	26	"Corn"	"f"	"random"	5.36533194623237e-05	0.000292972624403735
1	28	"3Iron"	"c"	"sample"	3.24439521712141e-05	0.000382537086635395
1	28	"3Iron"	"c"	"random"	3.24439521712141e-05	0.000144813744216215
1	28	"3Iron"	"f"	"sample"	5.46525773440471e-05	0.000730077011262755
1	28	"3Iron"	"f"	"random"	5.46525773440471e-05	0.000358800787836719
1	28	"Corn"	"c"	"sample"	3.22337326693783e-05	0.000314861924154189
1	28	"Corn"	"c"	"random"	3.22337326693783e-05	0.000137433130974907
1	28	"Corn"	"f"	"sample"	5.42952347822712e-05	0.000764302947016967
1	28	"Corn"	"f"	"random"	5.42952347822712e-05	0.000316563823392557
1	30	"3Iron"	"c"	"sample"	3.34808149397956e-05	0.000423428740792524
1	30	"3Iron"	"c"	"random"	3.34808149397956e-05	0.000138622015773834
1	30	"3Iron"	"f"	"sample"	5.58472849218416e-05	0.000842257078185449
1	30	"3Iron"	"f"	"random"	5.58472849218416e-05	0.000302832758156427
1	30	"Corn"	"c"	"sample"	3.28550853912155e-05	0.000592001886593374
1	30	"Corn"	"c"	"random"	3.28550853912155e-05	0.000123525413079974
1	30	"Corn"	"f"	"sample"	5.60097207335593e-05	0.00101516331721545
1	30	"Corn"	"f"	"random"	5.60097207335593e-05	0.000345597315671498
1	32	"3Iron"	"c"	"sample"	3.39164388254679e-05	0.00039339913434712
1	32	"3Iron"	"c"	"random"	3.39164388254679e-05	0.000152812179957502
1	32	"3Iron"	"f"	"sample"	5.60231122297943e-05	0.000873213939374561
1	32	"3Iron"	"f"	"random"	5.60231122297943e-05	0.000341880384800455
1	32	"Corn"	"c"	"sample"	3.29243799716947e-05	0.000371687907729421
1	32	"Corn"	"c"	"random"	3.29243799716947e-05	0.000143789672270217
1	32	"Corn"	"f"	"sample"	5.50245378241565e-05	0.000930534711984242
1	32	"Corn"	"f"	"random"	5.50245378241565e-05	0.000330023165892191
2	2	"3Iron"	"c"	"sample"	2.18431293977238e-05	0.000146739532938391
2	2	"3Iron"	"c"	"random"	2.18431293977238e-05	0.00013265251451714
2	2	"3Iron"	"f"	"sample"	3.53327099306201e-05	0.000278287198066129
2	2	"3Iron"	"f"	"random"	3.53327099306201e-05	0.000298593997924817
2	2	"Corn"	"c"	"sample"	2.11555311371733e-05	9.59619051768894e-05
2	2	"Corn"	"c"	"random"	2.11555311371733e-05	0.00015978155398176
2	2	"Corn"	"f"	"sample"	3.51007122256875e-05	0.000342231987906023
2	2	"Corn"	"f"	"random"	3.51007122256875e-05	0.000260519068902915
2	4	"3Iron"	"c"	"sample"	2.39717775840129e-05	0.000179469163106109
2	4	"3Iron"	"c"	"random"	2.39717775840129e-05	0.000132142461708092
2	4	"3Iron"	"f"	"sample"	4.07322357170746e-05	0.000379183324685845
2	4	"3Iron"	"f"	"random"	4.07322357170746e-05	0.000368740412135741
2	4	"Corn"	"c"	"sample"	2.34790093705354e-05	0.000135849053199733
2	4	"Corn"	"c"	"random"	2.34790093705354e-05	0.000181804105935609
2	4	"Corn"	"f"	"sample"	3.98299517742159e-05	0.00032587105516234
2	4	"Corn"	"f"	"random"	3.98299517742159e-05	0.000394586819569611
2	6	"3Iron"	"c"	"sample"	2.48011008283281e-05	0.000218043282918745
2	6	"3Iron"	"c"	"random"	2.48011008283281e-05	0.000112552938792776
2	6	"3Iron"	"f"	"sample"	4.16859012072307e-05	0.000480489268774569
2	6	"3Iron"	"f"	"random"	4.16859012072307e-05	0.000342190206217897
2	6	"Corn"	"c"	"sample"	2.3787433449513e-05	0.00012597079897354
2	6	"Corn"	"c"	"random"	2.3787433449513e-05	0.000149213206135858
2	6	"Corn"	"f"	"sample"	4.21774729299616e-05	0.000353466138664599
2	6	"Corn"	"f"	"random"	4.21774729299616e-05	0.000358274599956117
2	8	"3Iron"	"c"	"sample"	2.45098322230904e-05	0.000192163118189072
2	8	"3Iron"	"c"	"random"	2.45098322230904e-05	0.000121860057606491
2	8	"3Iron"	"f"	"sample"	4.2248424692634e-05	0.000448369525147486
2	8	"3Iron"	"f"	"random"	4.2248424692634e-05	0.000352888124844846
2	8	"Corn"	"c"	"sample"	2.40685850274812e-05	0.000124515628262843
2	8	"Corn"	"c"	"random"	2.40685850274812e-05	0.000174354433698211
2	8	"Corn"	"f"	"sample"	4.22284692847106e-05	0.000350284108006837
2	8	"Corn"	"f"	"random"	4.22284692847106e-05	0.000274018393393372
2	10	"3Iron"	"c"	"sample"	2.90647468755138e-05	0.000222213332887396
2	10	"3Iron"	"c"	"random"	2.90647468755138e-05	0.000115061104121176
2	10	"3Iron"	"f"	"sample"	4.75128619532618e-05	0.000553080861641459
2	10	"3Iron"	"f"	"random"	4.75128619532618e-05	0.00036570951489794
2	10	"Corn"	"c"	"sample"	2.80092797259359e-05	0.000195438379803473
2	10	"Corn"	"c"	"random"	2.80092797259359e-05	0.000102142744773242
2	10	"Corn"	"f"	"sample"	4.76903921758277e-05	0.000508932300063268
2	10	"Corn"	"f"	"random"	4.76903921758277e-05	0.000315454830244556
2	12	"3Iron"	"c"	"sample"	2.84667873989256e-05	0.000188222731540294
2	12	"3Iron"	"c"	"random"	2.84667873989256e-05	0.00012221000001912
2	12	"3Iron"	"f"	"sample"	4.78764198329982e-05	0.000578271171634701
2	12	"3Iron"	"f"	"random"	4.78764198329982e-05	0.000318127932677364
2	12	"Corn"	"c"	"sample"	2.77125078158077e-05	0.00016110583439961
2	12	"Corn"	"c"	"random"	2.77125078158077e-05	0.000177273808291607
2	12	"Corn"	"f"	"sample"	4.70788628092323e-05	0.000493832066611366
2	12	"Corn"	"f"	"random"	4.70788628092323e-05	0.000312855133258799
2	14	"3Iron"	"c"	"sample"	2.92950763644728e-05	0.000289611571942724
2	14	"3Iron"	"c"	"random"	2.92950763644728e-05	0.000136769546794607
2	14	"3Iron"	"f"	"sample"	4.8516746257312e-05	0.000628957148481048
2	14	"3Iron"	"f"	"random"	4.8516746257312e-05	0.000300175146806855
2	14	"Corn"	"c"	"sample"	2.8371852177672e-05	0.000255200247768448
2	14	"Corn"	"c"	"random"	2.8371852177672e-05	0.000154467627866622
2	14	"Corn"	"f"	"sample"	4.93241476222107e-05	0.000703447866794094
2	14	"Corn"	"f"	"random"	4.93241476222107e-05	0.00029565425118019
2	16	"3Iron"	"c"	"sample"	3.10771286471997e-05	0.000240869079402671
2	16	"3Iron"	"c"	"random"	3.10771286471997e-05	0.000155417982684274
2	16	"3Iron"	"f"	"sample"	5.07733752438205e-05	0.000634799243408733
2	16	"3Iron"	"f"	"random"	5.07733752438205e-05	0.000298583841971569
2	16	"Corn"	"c"	"sample"	3.00483634697548e-05	0.000216337650776149
2	16	"Corn"	"c"	"random"	3.00483634697548e-05	0.000144640397483572
2	16	"Corn"	"f"	"sample"	5.02557611887002e-05	0.000593340352551575
2	16	"Corn"	"f"	"random"	5.02557611887002e-05	0.000311730999831325
2	18	"3Iron"	"c"	"sample"	2.95664710873026e-05	0.000300577225038816
2	18	"3Iron"	"c"	"random"	2.95664710873026e-05	0.00014686235357246
2	18	"3Iron"	"f"	"sample"	4.93531595650423e-05	0.000697439557570098
2	18	"3Iron"	"f"	"random"	4.93531595650423e-05	0.00031229615984744
2	18	"Corn"	"c"	"sample"	2.91568173826993e-05	0.000181601852516408
2	18	"Corn"	"c"	"random"	2.91568173826993e-05	0.000134627011612922
2	18	"Corn"	"f"	"sample"	4.93245220670631e-05	0.000619410209519893
2	18	"Corn"	"f"	"random"	4.93245220670631e-05	0.000286147723171543
2	20	"3Iron"	"c"	"sample"	3.13823997870785e-05	0.000358136900433564
2	20	"3Iron"	"c"	"random"	3.13823997870785e-05	0.000124546141397934
2	20	"3Iron"	"f"	"sample"	5.28494257163831e-05	0.00072547279299619
2	20	"3Iron"	"f"	"random"	5.28494257163831e-05	0.00037642620887833
2	20	"Corn"	"c"	"sample"	3.08018958895699e-05	0.000272607047658823
2	20	"Corn"	"c"	"random"	3.08018958895699e-05	0.000132705559857655
2	20	"Corn"	"f"	"sample"	5.20924592737355e-05	0.000726371300879467
2	20	"Corn"	"f"	"random"	5.20924592737355e-05	0.00034167051199015
2	22	"3Iron"	"c"	"sample"	3.12106106953949e-05	0.000480279752353284
2	22	"3Iron"	"c"	"random"	3.12106106953949e-05	0.000137326002784021
2	22	"3Iron"	"f"	"sample"	5.05221000612087e-05	0.000949515486741286
2	22	"3Iron"	"f"	"random"	5.05221000612087e-05	0.000342700778425061
2	22	"Corn"	"c"	"sample"	3.00364936464524e-05	0.000302593949120752
2	22	"Corn"	"c"	"random"	3.00364936464524e-05	0.00018143434245643
2	22	"Corn"	"f"	"sample"	5.10730697043538e-05	0.000809850485608491
2	22	"Corn"	"f"	"random"	5.10730697043538e-05	0.00035741781293635
2	24	"3Iron"	"c"	"sample"	3.22582290710622e-05	0.000402412471132031
2	24	"3Iron"	"c"	"random"	3.22582290710622e-05	0.000147885349443138
2	24	"3Iron"	"f"	"sample"	5.32819925728202e-05	0.00070058210257599
2	24	"3Iron"	"f"	"random"	5.32819925728202e-05	0.000343193044028342
2	24	"Corn"	"c"	"sample"	3.15327740784175e-05	0.00028155213230589
2	24	"Corn"	"c"	"random"	3.15327740784175e-05	0.000160688439188282
2	24	"Corn"	"f"	"sample"	5.31237113611653e-05	0.000724425249758686
2	24	"Corn"	"f"	"random"	5.31237113611653e-05	0.000332724315263947
2	26	"3Iron"	"c"	"sample"	3.27236873325288e-05	0.000396063762293096
2	26	"3Iron"	"c"	"random"	3.27236873325288e-05	0.000135567890418209
2	26	"3Iron"	"f"	"sample"	5.36298318792413e-05	0.00085301296183424
2	26	"3Iron"	"f"	"random"	5.36298318792413e-05	0.000296855310459389
2	26	"Corn"	"c"	"sample"	3.13823997870785e-05	0.00029349175920564
2	26	"Corn"	"c"	"random"	3.13823997870785e-05	0.000137287637492896
2	26	"Corn"	"f"	"sample"	5.36526118335308e-05	0.000802750155993667
2	26	"Corn"	"f"	"random"	5.36526118335308e-05	0.00029573064330748
2	28	"3Iron"	"c"	"sample"	3.32788511024952e-05	0.00042214641763605
2	28	"3Iron"	"c"	"random"	3.32788511024952e-05	0.000142861699383216
2	28	"3Iron"	"f"	"sample"	5.39890480983863e-05	0.000831198984972015
2	28	"3Iron"	"f"	"random"	5.39890480983863e-05	0.000310337111784091
2	28	"Corn"	"c"	"sample"	3.21834772892374e-05	0.000343758907482917
2	28	"Corn"	"c"	"random"	3.21834772892374e-05	0.000149039063763426
2	28	"Corn"	"f"	"sample"	5.43189522979655e-05	0.000984290049263887
2	28	"Corn"	"f"	"random"	5.43189522979655e-05	0.000368565699101653
2	30	"3Iron"	"c"	"sample"	3.37677243472074e-05	0.00044677795876421
2	30	"3Iron"	"c"	"random"	3.37677243472074e-05	0.000172751860646495
2	30	"3Iron"	"f"	"sample"	5.55728684483857e-05	0.000824795530678836
2	30	"3Iron"	"f"	"random"	5.55728684483857e-05	0.000336028278105751
2	30	"Corn"	"c"	"sample"	3.28955192245215e-05	0.000477161180836393
2	30	"Corn"	"c"	"random"	3.28955192245215e-05	0.000129995724659641
2	30	"Corn"	"f"	"sample"	5.5779944877196e-05	0.000936649835907933
2	30	"Corn"	"f"	"random"	5.5779944877196e-05	0.0003509507892924
2	32	"3Iron"	"c"	"sample"	3.39695187057641e-05	0.000456013587974334
2	32	"3Iron"	"c"	"random"	3.39695187057641e-05	0.000174229149429961
2	32	"3Iron"	"f"	"sample"	5.54164906151024e-05	0.000911898420598456
2	32	"3Iron"	"f"	"random"	5.54164906151024e-05	0.000323693079952531
2	32	"Corn"	"c"	"sample"	3.30051835396106e-05	0.000373220306131655
2	32	"Corn"	"c"	"random"	3.30051835396106e-05	0.000124118210165438
2	32	"Corn"	"f"	"sample"	5.50518638805056e-05	0.000929342036014265
2	32	"Corn"	"f"	"random"	5.50518638805056e-05	0.000323061969019587
3	2	"3Iron"	"c"	"sample"	2.12139468103354e-05	0.000157354309695567
3	2	"3Iron"	"c"	"random"	2.12139468103354e-05	0.000181244565093908
3	2	"3Iron"	"f"	"sample"	3.55313622250151e-05	0.000363017017272849
3	2	"3Iron"	"f"	"random"	3.55313622250151e-05	0.000494121563809597
3	2	"Corn"	"c"	"sample"	2.1047024726971e-05	0.000177957496034355
3	2	"Corn"	"c"	"random"	2.1047024726971e-05	0.000112683316191968
3	2	"Corn"	"f"	"sample"	3.55313622250151e-05	0.000311079569012586
3	2	"Corn"	"f"	"random"	3.55313622250151e-05	0.000422150633058721
3	4	"3Iron"	"c"	"sample"	2.3787433449513e-05	0.00017439318169159
3	4	"3Iron"	"c"	"random"	2.3787433449513e-05	0.000131572542179453
3	4	"3Iron"	"f"	"sample"	3.97451122941671e-05	0.000365435501529633
3	4	"3Iron"	"f"	"random"	3.97451122941671e-05	0.00032423279090355
3	4	"Corn"	"c"	"sample"	2.31699956766231e-05	0.000107634623724143
3	4	"Corn"	"c"	"random"	2.31699956766231e-05	0.000189917788760278
3	4	"Corn"	"f"	"sample"	3.98645518285433e-05	0.000352162951088687
3	4	"Corn"	"f"	"random"	3.98645518285433e-05	0.000358777352440246
3	6	"3Iron"	"c"	"sample"	2.49409841862416e-05	0.00022065170980342
3	6	"3Iron"	"c"	"random"	2.49409841862416e-05	0.000156285964177329
3	6	"3Iron"	"f"	"sample"	4.11260347396104e-05	0.000523102544571078
3	6	"3Iron"	"f"	"random"	4.11260347396104e-05	0.00035957035948675
3	6	"Corn"	"c"	"sample"	2.43524899573599e-05	0.000131836430846578
3	6	"Corn"	"c"	"random"	2.43524899573599e-05	0.000203733533376447
3	6	"Corn"	"f"	"sample"	4.08453254844804e-05	0.000502309337716869
3	6	"Corn"	"f"	"random"	4.08453254844804e-05	0.000397569449177227
3	8	"3Iron"	"c"	"sample"	2.76210844436362e-05	0.000219986007385895
3	8	"3Iron"	"c"	"random"	2.76210844436362e-05	0.000113160736430398
3	8	"3Iron"	"f"	"sample"	4.60185146516627e-05	0.000591109750786019
3	8	"3Iron"	"f"	"random"	4.60185146516627e-05	0.000359227045350076
3	8	"Corn"	"c"	"sample"	2.68178696107537e-05	0.000252473440583341
3	8	"Corn"	"c"	"random"	2.68178696107537e-05	0.000186819499030439
3	8	"Corn"	"f"	"sample"	4.62095164295018e-05	0.000485112119163714
3	8	"Corn"	"f"	"random"	4.62095164295018e-05	0.00028360945210351
3	10	"3Iron"	"c"	"sample"	2.82268268706175e-05	0.000261027457037303
3	10	"3Iron"	"c"	"random"	2.82268268706175e-05	9.7945948068187e-05
3	10	"3Iron"	"f"	"sample"	4.77426533394427e-05	0.000462543343888193
3	10	"3Iron"	"f"	"random"	4.77426533394427e-05	0.000362100780782935
3	10	"Corn"	"c"	"sample"	2.8123935262903e-05	0.000175141969218237
3	10	"Corn"	"c"	"random"	2.8123935262903e-05	0.000113781242260533
3	10	"Corn"	"f"	"sample"	4.75037756664916e-05	0.000483450223898688
3	10	"Corn"	"f"	"random"	4.75037756664916e-05	0.00033706774983206
3	12	"3Iron"	"c"	"sample"	2.88156445057881e-05	0.000207552819637177
3	12	"3Iron"	"c"	"random"	2.88156445057881e-05	0.000159497221695323
3	12	"3Iron"	"f"	"sample"	4.62047046134326e-05	0.000657151385474881
3	12	"3Iron"	"f"	"random"	4.62047046134326e-05	0.000354494334011085
3	12	"Corn"	"c"	"sample"	2.81486066291636e-05	0.000207018493360954
3	12	"Corn"	"c"	"random"	2.81486066291636e-05	0.000126920332404308
3	12	"Corn"	"f"	"sample"	4.70197035369836e-05	0.000575409919163845
3	12	"Corn"	"f"	"random"	4.70197035369836e-05	0.000315232566200242
3	14	"3Iron"	"c"	"sample"	2.94412394007366e-05	0.000286927811115317
3	14	"3Iron"	"c"	"random"	2.94412394007366e-05	0.000110809664313566
3	14	"3Iron"	"f"	"sample"	4.83895811068473e-05	0.000683907127845444
3	14	"3Iron"	"f"	"random"	4.83895811068473e-05	0.000335595163620109
3	14	"Corn"	"c"	"sample"	2.79698151803351e-05	0.000210456768377122
3	14	"Corn"	"c"	"random"	2.79698151803351e-05	0.000151842602470182
3	14	"Corn"	"f"	"sample"	4.83964866542869e-05	0.000658476745860716
3	14	"Corn"	"f"	"random"	4.83964866542869e-05	0.000365841667579547
3	16	"3Iron"	"c"	"sample"	3.02351392414812e-05	0.000288709158737022
3	16	"3Iron"	"c"	"random"	3.02351392414812e-05	0.000141141333951667
3	16	"3Iron"	"f"	"sample"	5.02904151682956e-05	0.000651812902273554
3	16	"3Iron"	"f"	"random"	5.02904151682956e-05	0.000325013428208744
3	16	"Corn"	"c"	"sample"	2.91679019828338e-05	0.000223295108191343
3	16	"Corn"	"c"	"random"	2.91679019828338e-05	0.000152723461152021
3	16	"Corn"	"f"	"sample"	5.0049345063257e-05	0.000532709736531441
3	16	"Corn"	"f"	"random"	5.0049345063257e-05	0.000320565189962263
3	18	"3Iron"	"c"	"sample"	3.07879054406029e-05	0.000256386437695585
3	18	"3Iron"	"c"	"random"	3.07879054406029e-05	0.000115530583235797
3	18	"3Iron"	"f"	"sample"	5.15040978830841e-05	0.000592010475220735
3	18	"3Iron"	"f"	"random"	5.15040978830841e-05	0.000396898256440244
3	18	"Corn"	"c"	"sample"	2.99215167063887e-05	0.000295029560061148
3	18	"Corn"	"c"	"random"	2.99215167063887e-05	0.000121687532892147
3	18	"Corn"	"f"	"sample"	5.07577428877123e-05	0.000581829373884473
3	18	"Corn"	"f"	"random"	5.07577428877123e-05	0.00032704954177032
3	20	"3Iron"	"c"	"sample"	3.0942725928038e-05	0.000310014525300372
3	20	"3Iron"	"c"	"random"	3.0942725928038e-05	0.000101723040063936
3	20	"3Iron"	"f"	"sample"	5.224643221345e-05	0.000629959114236754
3	20	"3Iron"	"f"	"random"	5.224643221345e-05	0.000306124441827234
3	20	"Corn"	"c"	"sample"	3.07192286902109e-05	0.000217409125607702
3	20	"Corn"	"c"	"random"	3.07192286902109e-05	0.000161068732490721
3	20	"Corn"	"f"	"sample"	5.18114529813293e-05	0.000582496236681979
3	20	"Corn"	"f"	"random"	5.18114529813293e-05	0.00032814799499015
3	22	"3Iron"	"c"	"sample"	3.24653788433495e-05	0.000376909395150724
3	22	"3Iron"	"c"	"random"	3.24653788433495e-05	0.000128849996581128
3	22	"3Iron"	"f"	"sample"	5.31237113611653e-05	0.000717931445184746
3	22	"3Iron"	"f"	"random"	5.31237113611653e-05	0.000335889064570433
3	22	"Corn"	"c"	"sample"	3.12022624449928e-05	0.000262700965055831
3	22	"Corn"	"c"	"random"	3.12022624449928e-05	0.00012181139198027
3	22	"Corn"	"f"	"sample"	5.25562266603487e-05	0.000803391020760338
3	22	"Corn"	"f"	"random"	5.25562266603487e-05	0.000290101166509394
3	24	"3Iron"	"c"	"sample"	3.25283346062868e-05	0.000386716638997089
3	24	"3Iron"	"c"	"random"	3.25283346062868e-05	0.000165608573386749
3	24	"3Iron"	"f"	"sample"	5.42037868745156e-05	0.000856316101441722
3	24	"3Iron"	"f"	"random"	5.42037868745156e-05	0.00031334460573996
3	24	"Corn"	"c"	"sample"	3.18847116647474e-05	0.000353486687286079
3	24	"Corn"	"c"	"random"	3.18847116647474e-05	0.000125301490994673
3	24	"Corn"	"f"	"sample"	5.36546061948357e-05	0.000837664158059912
3	24	"Corn"	"f"	"random"	5.36546061948357e-05	0.000335590727055911
3	26	"3Iron"	"c"	"sample"	3.34219124306457e-05	0.000370358485396034
3	26	"3Iron"	"c"	"random"	3.34219124306457e-05	0.000124447840952623
3	26	"3Iron"	"f"	"sample"	5.36587240947359e-05	0.000827702788856765
3	26	"3Iron"	"f"	"random"	5.36587240947359e-05	0.000335169560910346
