"subid"	"grain"	"keypressed"	"condition"	"movieName"	"clipNo"	"bpTime"	"totalMovieDur"
2	"c"	"space"	"Full"	"3Iron"	"1"	18.0786	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	40.5017	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	40.703	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	70.6953	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	80.6116	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	94.6599	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	117.4787	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	138.8323	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	188.2406	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	211.1082	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	246.6002	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	280.5993	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	305.0916	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	305.293	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	337.3476	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	377.7841	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	392.5753	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	422.5328	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	440.8587	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	491.6352	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	498.4197	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	520.433	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	527.9399	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	569.9873	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	581.3204	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	587.7299	589.3222
2	"c"	"space"	"Full"	"3Iron"	"1"	587.9382	589.3222
2	"c"	"space"	"Full"	"Corn"	"1"	13.6662	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	32.9225	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	72.0256	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	98.018	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	146.1627	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	156.9678	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	200.0223	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	271.8604	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	315.9705	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	361.4137	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	361.6151	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	372.1565	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	442.1614	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	462.9735	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	531.909	588.688
2	"c"	"space"	"Full"	"Corn"	"1"	544.4921	588.688
2	"f"	"space"	"Full"	"3Iron"	"1"	2.4605	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	13.2727	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	18.1753	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	20.5711	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	25.7862	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	33.2305	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	40.5636	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	44.737	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	47.6745	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	50.1397	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	52.0702	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	64.8198	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	69.0975	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	74.0281	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	79.8056	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	92.7844	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	100.8259	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	108.9645	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	112.7282	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	120.5406	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	122.9155	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	130.5889	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	138.1025	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	142.7345	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	146.9357	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	151.7688	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	164.3865	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	170.692	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	184.6015	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	196.4899	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	199.7259	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	210.9965	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	214.4407	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	217.8088	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	221.3781	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	228.489	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	234.5583	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	237.093	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	239.6901	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	244.6275	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	246.5302	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	255.3147	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	258.8424	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	268.092	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	278.9043	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	285.6958	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	291.8484	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	298.4801	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	301.855	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	303.4523	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	311.2993	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	313.7576	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	318.792	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	323.1114	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	331.2502	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	332.5835	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	334.7221	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	343.2915	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	350.0344	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	354.9092	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	362.9715	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	369.895	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	373.9573	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	382.8391	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	388.1722	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	392.5471	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	396.2762	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	403.7899	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	410.1925	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	419.5672	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	426.3726	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	438.8236	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	451.3302	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	462.5799	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	468.5243	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	476.281	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	484.8016	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	487.864	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	493.4402	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	498.7108	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	509.2244	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	509.5507	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	512.6342	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	520.0992	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	527.5712	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	539.0848	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	545.6541	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	553.3623	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	557.5009	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	564.6466	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	571.2853	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	574.688	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	581.1602	589.3222
2	"f"	"space"	"Full"	"3Iron"	"1"	587.7363	589.3222
2	"f"	"space"	"Full"	"Corn"	"1"	4.0406	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	8.8459	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	13.0751	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	19.4152	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	32.3384	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	44.3102	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	53.2544	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	60.4557	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	70.9761	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	89.052	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	97.7325	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	103.6698	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	106.7114	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	112.0515	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	115.982	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	122.2249	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	127.3983	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	144.377	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	148.1476	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	156.9182	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	161.1959	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	175.9802	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	179.6815	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	192.2992	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	199.8269	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	206.5766	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	211.7431	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	219.0764	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	221.4929	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	224.3193	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	226.0901	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	228.1941	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	229.9927	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	237.3397	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	241.6729	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	245.6104	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	249.3463	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	255.756	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	262.3251	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	271.3736	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	282.0815	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	287.6509	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	294.3242	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	300.1993	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	311.7127	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	318.9763	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	326.3234	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	328.6915	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	332.8301	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	336.2956	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	345.2742	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	353.2811	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	356.5796	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	361.3225	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	371.1695	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	381.5718	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	396.7589	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	410.7377	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	417.0085	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	441.2299	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	459.6808	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	465.7571	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	480.3608	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	491.9508	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	507.5268	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	523.6444	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	523.8458	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	545.2758	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	559.8449	588.688
2	"f"	"space"	"Full"	"Corn"	"1"	564.6851	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	2.6035	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	14.3044	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	34.1929	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	98.5593	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	98.7817	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	150.5997	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	181.2309	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	220.1467	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	223.9522	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	273.0205	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	273.2218	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	283.9022	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	318.7415	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	418.0934	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	445.6967	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	494.3344	588.688
4	"c"	"space"	"Full"	"Corn"	"1"	550.0623	588.688
4	"c"	"space"	"Full"	"3Iron"	"1"	4.9689	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	5.1704	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	23.6839	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	31.2948	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	61.8564	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	62.0579	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	83.8144	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	98.1821	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	120.6052	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	135.6256	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	140.6254	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	146.8059	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	198.3949	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	218.4014	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	228.3872	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	253.1436	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	284.1081	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	305.6215	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	347.6621	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	414.3618	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	424.6811	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	487.2004	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	498.0473	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	534.7895	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	572.1636	589.3222
4	"c"	"space"	"Full"	"3Iron"	"1"	588.3716	589.3222
4	"f"	"space"	"Full"	"Corn"	"1"	60.988	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	63.092	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	68.5016	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	73.1957	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	80.508	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	89.3829	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	94.3897	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	98.0216	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	103.4311	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	106.1324	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	109.0699	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	111.8406	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	113.0351	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	114.0351	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	115.535	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	117.6184	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	121.771	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	124.8196	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	127.0486	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	129.1251	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	149.1106	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	152.7146	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	154.3396	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	164.0894	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	166.3879	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	171.867	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	181.4016	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	184.5056	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	190.811	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	194.0401	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	208.2412	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	212.4356	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	220.6576	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	230.831	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	244.8653	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	251.2053	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	258.6496	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	273.2327	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	274.7674	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	281.2741	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	284.0797	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	294.0169	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	318.7733	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	320.0648	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	330.5508	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	340.7936	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	349.6337	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	363.6472	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	372.9248	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	387.209	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	398.8824	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	417.639	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	419.6459	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	433.958	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	443.1244	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	451.9714	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	453.0061	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	456.4366	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	471.3598	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	476.4292	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	484.6372	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	492.4775	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	514.0602	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	524.2128	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	529.4764	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	534.4832	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	539.1916	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	547.2053	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	563.191	588.688
4	"f"	"space"	"Full"	"Corn"	"1"	564.92	588.688
4	"f"	"space"	"Full"	"3Iron"	"1"	2.2936	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	5.7033	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	8.0642	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	10.0712	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	13.6058	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	19.1127	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	28.6194	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	29.9179	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	36.5011	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	45.4105	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	52.9451	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	54.1465	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	71.9655	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	80.7292	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	83.0347	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	88.3193	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	89.9443	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	91.2428	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	93.2845	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	97.0205	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	100.5274	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	110.5686	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	114.1033	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	117.4783	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	122.61	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	126.117	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	132.8877	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	138.061	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	145.8665	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	152.8455	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	168.5534	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	177.8727	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	190.046	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	197.1847	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	200.5874	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	215.4759	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	220.4758	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	225.3158	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	236.1977	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	242.3642	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	248.6349	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	255.8152	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	261.8776	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	273.2662	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	284.5715	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	305.3279	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	311.7027	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	323.744	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	333.1466	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	337.1534	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	342.9937	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	355.0073	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	370.6527	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	377.5345	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	381.3747	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	392.9855	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	399.7493	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	421.5751	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	432.2138	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	447.13	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	449.5675	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	488.136	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	493.0039	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	504.2884	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	515.5935	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	532.2808	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	542.093	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	546.7526	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	558.8287	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	567.6549	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	573.1548	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	584.1684	589.3222
4	"f"	"space"	"Full"	"3Iron"	"1"	588.8975	589.3222
5	"c"	"space"	"Full"	"3Iron"	"1"	4.7283	589.3222
5	"c"	"space"	"Full"	"3Iron"	"1"	22.5474	589.3222
5	"c"	"space"	"Full"	"3Iron"	"1"	30.4917	589.3222
5	"c"	"space"	"Full"	"3Iron"	"1"	39.8665	589.3222
5	"c"	"space"	"Full"	"3Iron"	"1"	55.9494	589.3222
